学期	学号	书号	日期
1	388	TB	0113	
1	388	TP	0113	
1	41	TM	0113	
1	41	TM	0113	
1	41	TM	0113	
1	41	TM	0113	
1	417	I	0113	
1	417	I	0113	
1	41	O	0113	
1	313	TM	0113	
1	313	TM	0113	
1	313	TM	0113	
1	313	O	0113	
1	87	TM	0113	
1	87	O	0113	
1	87	O	0113	
1	371	TP	0113	
1	371	TP	0113	
1	371	TP	0113	
1	371	TP	0113	
1	371	TP	0113	
1	371	TP	0113	
1	371	TP	0113	
1	371	TP	0113	
1	371	TP	0113	
1	339	TP	0113	
1	87	TP	0113	
1	87	TP	0113	
1	66	TP	0113	
1	87	I	0113	
1	87	F	0113	
1	498	TN	0113	
1	505	TP	0113	
1	505	TP	0113	
1	505	TP	0113	
1	505	TP	0113	
1	87	TP	0113	
1	87	TP	0113	
1	207	TP	0113	
1	207	TP	0113	
1	207	TP	0113	
1	207	TP	0113	
1	339	I	0113	
1	339	I	0113	
1	339	I	0113	
1	339	I	0113	
1	339	I	0113	
1	339	I	0113	
1	66	TP	0113	
1	66	TP	0113	
1	352	I	0113	
1	352	I	0113	
1	352	I	0113	
1	352	TP	0113	
1	352	TN	0113	
1	352	I	0113	
1	352	I	0113	
1	352	I	0113	
1	352	TP	0113	
1	352	I	0113	
1	352	I	0113	
1	352	TP	0113	
1	352	TN	0113	
1	352	TN	0113	
1	352	TN	0113	
1	352	TN	0113	
1	283	TP	0113	
1	283	J	0113	
1	283	TP	0113	
1	150	TP	0113	
1	133	I	0113	
1	133	I	0113	
1	133	I	0113	
1	133	I	0113	
1	133	I	0113	
1	141	D	0113	
1	141	D	0113	
1	141	D	0113	
1	82	I	0113	
1	82	H	0113	
1	82	I	0113	
1	82	H	0113	
1	149	I	0113	
1	149	H	0113	
1	149	H	0113	
1	149	H	0113	
1	149	I	0113	
1	149	H	0113	
1	76	TP	0113	
1	76	TP	0113	
1	386	I	0113	
1	412	I	0113	
1	412	I	0113	
1	412	I	0113	
1	412	I	0113	
1	12	O	0113	
1	12	O	0113	
1	12	TP	0113	
1	12	O	0113	
1	479	TP	0113	
1	479	J	0113	
1	479	J	0113	
1	479	J	0113	
1	479	TP	0113	
1	368	TP	0113	
1	116	I	0113	
1	317	I	0113	
1	317	I	0113	
1	317	TP	0113	
1	317	TP	0113	
1	317	I	0113	
1	317	I	0113	
1	317	I	0113	
1	245	TP	0113	
1	245	TP	0113	
1	245	TP	0113	
1	245	TP	0113	
1	242	H	0113	
1	242	H	0113	
1	242	H	0113	
1	242	H	0113	
1	242	I	0113	
1	346	I	0113	
1	288	TP	0113	
1	288	TP	0113	
1	119	I	0113	
1	119	I	0113	
1	393	I	0113	
1	1	I	0113	
1	1	I	0113	
1	300	H	0113	
1	121	O	0113	
1	121	O	0113	
1	121	O	0113	
1	121	O	0113	
1	121	O	0113	
1	121	O	0113	
1	121	O	0113	
1	121	O	0113	
1	166	I	0113	
1	145	C	0113	
1	145	C	0113	
1	145	C	0113	
1	145	C	0113	
1	145	C	0113	
1	258	TP	0114	
1	258	TP	0114	
1	267	I	0114	
1	267	I	0114	
1	495	TP	0114	
1	341	I	0114	
1	71	G	0114	
1	71	D	0114	
1	71	G	0114	
1	71	G	0114	
1	71	G	0114	
1	71	D	0114	
1	94	TP	0114	
1	88	D	0114	
1	88	TP	0114	
1	88	TN	0114	
1	88	TP	0114	
1	88	TN	0114	
1	88	O	0114	
1	170	O	0114	
1	170	I	0114	
1	170	TM	0114	
1	170	O	0114	
1	463	O	0114	
1	196	I	0114	
1	493	J	0114	
1	493	K	0114	
1	493	K	0114	
1	493	K	0114	
1	493	K	0114	
1	493	K	0114	
1	512	O	0114	
1	512	O	0114	
1	512	I	0114	
1	512	TP	0114	
1	512	B	0114	
1	512	G	0114	
1	17	B	0114	
1	17	B	0114	
1	17	B	0114	
1	191	I	0114	
1	19	TN	0114	
1	493	J	0114	
1	248	TP	0114	
1	341	TP	0114	
1	341	TP	0114	
1	341	TP	0114	
1	405	O	0114	
1	405	O	0114	
1	405	O	0114	
1	405	TM	0114	
1	405	O	0114	
1	526	I	0114	
1	526	I	0114	
1	432	TP	0114	
1	432	TP	0114	
1	432	TP	0114	
1	268	I	0114	
1	137	I	0114	
1	137	I	0114	
1	137	I	0114	
1	137	I	0114	
1	137	I	0114	
1	137	I	0114	
1	137	I	0114	
1	137	I	0114	
1	503	I	0114	
1	503	I	0114	
1	503	TP	0114	
1	503	I	0114	
1	36	I	0114	
1	36	I	0114	
1	36	I	0114	
1	144	O	0114	
1	144	K	0114	
1	144	TM	0114	
1	36	TP	0114	
1	135	H	0114	
1	135	I	0114	
1	135	TM	0114	
1	135	H	0114	
1	135	O	0114	
1	66	TP	0114	
1	249	O	0114	
1	133	I	0114	
1	133	I	0114	
1	133	I	0114	
1	133	I	0114	
1	118	TP	0114	
1	118	TP	0114	
1	246	I	0114	
1	246	I	0114	
1	254	I	0114	
1	254	I	0114	
1	254	I	0114	
1	484	TN	0114	
1	323	TM	0114	
1	323	K	0114	
1	323	O	0114	
1	531	B	0114	
1	19	TP	0114	
1	19	R	0114	
1	71	B	0114	
1	71	B	0114	
1	484	TP	0114	
1	484	TP	0114	
1	399	TN	0114	
1	399	TP	0114	
1	141	I	0115	
1	141	H	0115	
1	484	TP	0115	
1	484	O	0115	
1	484	TP	0115	
1	317	I	0115	
1	317	I	0115	
1	19	TP	0115	
1	69	TP	0115	
1	69	TP	0115	
1	87	O	0115	
1	87	TP	0115	
1	529	TP	0115	
1	344	TP	0115	
1	344	TP	0115	
1	344	I	0115	
1	344	F	0115	
1	344	TP	0115	
1	22	I	0115	
1	22	H	0115	
1	22	I	0115	
1	22	I	0115	
1	22	TP	0115	
1	22	I	0115	
1	22	I	0115	
1	22	I	0115	
1	228	I	0115	
1	22	H	0115	
1	22	TP	0115	
1	215	TP	0115	
1	215	H	0115	
1	215	H	0115	
1	228	I	0115	
1	228	I	0115	
1	228	I	0115	
1	449	O	0115	
1	449	O	0115	
1	280	I	0115	
1	280	TP	0115	
1	228	H	0115	
1	228	I	0115	
1	228	I	0115	
1	228	I	0115	
1	511	TP	0115	
1	511	TP	0115	
1	511	TP	0115	
1	511	TP	0115	
1	511	I	0115	
1	511	TP	0115	
1	280	TP	0115	
1	228	H	0115	
1	228	H	0115	
1	228	I	0115	
1	208	H	0115	
1	208	H	0115	
1	208	H	0115	
1	208	H	0115	
1	208	H	0115	
1	208	I	0115	
1	228	I	0115	
1	61	TP	0115	
1	61	I	0115	
1	61	I	0115	
1	61	J	0115	
1	61	J	0115	
1	8	B	0115	
1	8	B	0115	
1	8	B	0115	
1	8	B	0115	
1	328	TP	0115	
1	328	TP	0115	
1	328	TP	0115	
1	328	H	0115	
1	8	TP	0115	
1	449	O	0115	
1	19	I	0115	
1	412	I	0115	
1	412	I	0115	
1	412	I	0115	
1	412	I	0115	
1	457	H	0115	
1	457	I	0115	
1	457	H	0115	
1	498	R	0115	
1	131	TP	0115	
1	131	TP	0115	
1	430	TP	0115	
1	507	O	0115	
1	430	I	0115	
1	430	I	0115	
1	495	TP	0115	
1	495	H	0115	
1	495	H	0115	
1	507	O	0115	
1	125	TP	0115	
1	125	TP	0115	
1	125	TP	0115	
1	75	I	0115	
1	75	TP	0115	
1	75	I	0115	
1	75	I	0115	
1	75	I	0115	
1	75	I	0115	
1	75	I	0115	
1	484	TP	0115	
1	477	TP	0115	
1	477	TP	0115	
1	477	TP	0115	
1	125	TP	0115	
1	125	TP	0115	
1	125	TP	0115	
1	528	TP	0115	
1	254	I	0115	
1	190	O	0115	
1	190	O	0115	
1	190	O	0115	
1	190	TM	0115	
1	190	TP	0115	
1	190	O	0115	
1	190	O	0115	
1	190	TM	0115	
1	53	TP	0115	
1	409	TP	0115	
1	423	TM	0115	
1	423	TM	0115	
1	423	TM	0115	
1	423	TM	0115	
1	53	TP	0115	
1	409	TP	0115	
1	423	O	0115	
1	423	O	0115	
1	318	I	0115	
1	206	I	0115	
1	206	I	0115	
1	206	O	0115	
1	206	I	0115	
1	206	I	0115	
1	206	I	0115	
1	206	J	0115	
1	206	I	0115	
1	361	I	0115	
1	361	I	0115	
1	163	TP	0115	
1	163	TP	0115	
1	163	TP	0115	
1	43	TP	0115	
1	43	TP	0115	
1	43	I	0115	
1	455	TP	0115	
1	455	I	0115	
1	455	I	0115	
1	252	H	0115	
1	257	TP	0115	
1	257	TP	0115	
1	371	TP	0115	
1	66	TP	0115	
1	66	TP	0115	
1	66	TP	0115	
1	66	TP	0115	
1	259	I	0115	
1	77	I	0115	
1	339	TN	0115	
1	257	TP	0115	
1	257	TP	0115	
1	257	TP	0115	
1	257	TP	0115	
1	257	TP	0115	
1	495	TP	0115	
1	495	TP	0115	
1	41	TP	0115	
1	130	G	0115	
1	130	G	0115	
1	218	TP	0115	
1	218	TP	0115	
1	324	TP	0115	
1	191	O	0115	
1	191	O	0115	
1	191	TP	0115	
1	218	B	0115	
1	218	B	0115	
1	145	I	0115	
1	150	O	0115	
1	374	I	0115	
1	356	E	0115	
1	492	TP	0115	
1	315	K	0115	
1	142	TP	0115	
1	203	TP	0116	
1	69	TP	0116	
1	203	TP	0116	
1	203	TP	0116	
1	343	TP	0116	
1	84	TP	0116	
1	84	I	0116	
1	203	TP	0116	
1	380	O	0116	
1	291	TM	0116	
1	291	O	0116	
1	291	O	0116	
1	353	TP	0116	
1	353	TP	0116	
1	353	TP	0116	
1	353	TP	0116	
1	353	TP	0116	
1	353	TP	0116	
1	353	TP	0116	
1	41	K	0116	
1	41	O	0116	
1	41	G	0116	
1	353	I	0116	
1	353	I	0116	
1	3	TP	0116	
1	376	TP	0116	
1	443	I	0116	
1	443	I	0116	
1	443	I	0116	
1	201	TP	0116	
1	376	I	0116	
1	66	TP	0116	
1	66	TP	0116	
1	216	TP	0116	
1	216	TP	0116	
1	216	TP	0116	
1	216	TP	0116	
1	216	TP	0116	
1	266	I	0116	
1	266	D	0116	
1	421	TP	0116	
1	66	TP	0116	
1	66	TP	0116	
1	430	I	0116	
1	430	I	0116	
1	430	I	0116	
1	482	TP	0116	
1	482	TP	0116	
1	507	O	0116	
1	507	O	0116	
1	507	O	0116	
1	507	O	0116	
1	436	TP	0116	
1	436	TP	0116	
1	482	J	0116	
1	482	J	0116	
1	317	TP	0116	
1	317	TP	0116	
1	317	TP	0116	
1	317	TP	0116	
1	214	TP	0116	
1	317	TP	0116	
1	317	TP	0116	
1	433	I	0116	
1	440	J	0116	
1	440	J	0116	
1	433	H	0116	
1	19	I	0116	
1	19	I	0116	
1	216	TP	0116	
1	216	TP	0116	
1	216	TP	0116	
1	292	TP	0116	
1	292	B	0116	
1	292	TP	0116	
1	292	B	0116	
1	292	G	0116	
1	66	TP	0116	
1	261	I	0116	
1	258	TP	0116	
1	505	TP	0116	
1	505	TP	0116	
1	505	TP	0116	
1	66	TP	0116	
1	66	TP	0116	
1	356	I	0116	
1	487	I	0116	
1	479	TP	0116	
1	525	TP	0116	
1	525	TP	0116	
1	436	TP	0116	
1	487	TP	0116	
1	412	O	0116	
1	1	B	0116	
1	150	TP	0116	
1	150	TP	0116	
1	150	TP	0116	
1	487	I	0116	
1	487	I	0116	
1	487	I	0116	
1	487	TP	0116	
1	426	TP	0116	
1	426	TP	0116	
1	426	TP	0116	
1	460	I	0116	
1	52	TP	0116	
1	258	I	0116	
1	249	TM	0116	
1	492	TP	0116	
1	492	TP	0116	
1	35	H	0116	
1	35	H	0116	
1	35	I	0116	
1	349	B	0117	
1	349	B	0117	
1	295	TP	0117	
1	295	I	0117	
1	291	H	0117	
1	291	H	0117	
1	291	K	0117	
1	291	H	0117	
1	291	H	0117	
1	436	TP	0117	
1	436	TP	0117	
1	192	TP	0117	
1	192	TP	0117	
1	192	F	0117	
1	192	TP	0117	
1	192	TP	0117	
1	346	I	0117	
1	300	TP	0117	
1	258	TP	0117	
1	258	TP	0117	
1	258	TP	0117	
1	507	TM	0117	
1	297	TP	0117	
1	297	I	0117	
1	160	TP	0117	
1	160	TP	0117	
1	362	O	0117	
1	36	I	0117	
1	90	TP	0117	
1	460	TP	0117	
1	116	H	0117	
1	495	TP	0117	
1	495	TP	0117	
1	108	H	0117	
1	108	TP	0117	
1	108	H	0117	
1	108	I	0117	
1	116	I	0117	
1	26	H	0117	
1	26	I	0117	
1	26	TP	0117	
1	326	O	0117	
1	326	O	0117	
1	23	TP	0117	
1	23	TP	0117	
1	23	TP	0117	
1	23	TP	0117	
1	57	TP	0117	
1	57	TP	0117	
1	57	TP	0117	
1	57	TP	0117	
1	57	TP	0117	
1	197	O	0117	
1	197	O	0117	
1	197	O	0117	
1	395	TN	0117	
1	395	TP	0117	
1	395	TN	0117	
1	137	TM	0117	
1	137	TP	0117	
1	348	E	0117	
1	348	TP	0117	
1	348	TP	0117	
1	348	TP	0117	
1	191	TN	0117	
1	348	E	0117	
1	144	TP	0117	
1	144	TP	0117	
1	144	TP	0117	
1	472	H	0117	
1	472	I	0117	
1	424	TP	0117	
1	326	F	0117	
1	288	TP	0117	
1	288	TP	0117	
1	288	TP	0117	
1	288	TP	0117	
1	44	TP	0117	
1	44	TP	0117	
1	44	TP	0117	
1	44	TP	0117	
1	44	TP	0117	
1	395	TP	0117	
1	395	TP	0117	
1	58	O	0117	
1	58	I	0117	
1	58	I	0117	
1	58	I	0117	
1	113	O	0117	
1	465	TN	0117	
1	406	TP	0117	
1	406	TP	0117	
1	406	TP	0117	
1	513	I	0117	
1	513	I	0117	
1	513	I	0117	
1	513	I	0117	
1	513	I	0117	
1	473	TP	0117	
1	473	TP	0117	
1	136	TP	0117	
1	136	TP	0117	
1	136	O	0117	
1	136	TM	0117	
1	478	TP	0117	
1	478	TP	0117	
1	478	TP	0117	
1	478	TP	0117	
1	478	TP	0117	
1	478	TP	0117	
1	187	TP	0117	
1	288	TM	0117	
1	509	TP	0117	
1	492	I	0117	
1	492	I	0117	
1	492	I	0117	
1	492	I	0117	
1	509	TN	0117	
1	509	O	0117	
1	509	U	0117	
1	175	TP	0117	
1	175	TP	0117	
1	175	TP	0117	
1	146	TP	0117	
1	146	TP	0117	
1	466	K	0117	
1	466	I	0117	
1	466	TP	0117	
1	466	TP	0117	
1	146	TP	0117	
1	146	TP	0117	
1	44	I	0117	
1	44	I	0117	
1	44	I	0117	
1	513	TP	0117	
1	513	TP	0117	
1	513	TP	0117	
1	119	TP	0117	
1	119	TP	0117	
1	119	TP	0117	
1	119	TP	0117	
1	119	O	0117	
1	119	TP	0117	
1	119	TP	0117	
1	490	O	0117	
1	490	O	0117	
1	490	TM	0117	
1	490	O	0117	
1	490	TM	0117	
1	119	I	0117	
1	266	TP	0117	
1	266	TP	0117	
1	266	TP	0117	
1	266	TP	0117	
1	266	TP	0117	
1	308	B	0117	
1	196	J	0117	
1	196	TP	0117	
1	196	B	0117	
1	196	B	0117	
1	196	TP	0117	
1	196	H	0117	
1	196	TP	0117	
1	196	H	0117	
1	196	TP	0117	
1	196	B	0117	
1	152	TP	0117	
1	196	H	0117	
1	146	I	0117	
1	146	I	0117	
1	146	I	0117	
1	266	TP	0117	
1	266	TP	0117	
1	266	I	0117	
1	76	TP	0117	
1	76	TP	0117	
1	207	I	0117	
1	207	K	0117	
1	207	H	0117	
1	193	B	0118	
1	328	TP	0118	
1	328	I	0118	
1	193	B	0118	
1	14	TP	0118	
1	397	TP	0118	
1	14	B	0118	
1	14	I	0118	
1	397	I	0118	
1	215	TP	0118	
1	215	TP	0118	
1	467	TP	0118	
1	467	TP	0118	
1	503	I	0118	
1	503	I	0118	
1	340	O	0118	
1	340	O	0118	
1	340	TM	0118	
1	340	O	0118	
1	340	O	0118	
1	340	TM	0118	
1	340	O	0118	
1	357	TP	0118	
1	207	F	0118	
1	207	F	0118	
1	357	TP	0118	
1	357	TP	0118	
1	94	O	0118	
1	94	TP	0118	
1	94	TM	0118	
1	94	O	0118	
1	94	O	0118	
1	94	O	0118	
1	94	O	0118	
1	94	TM	0118	
1	94	TP	0118	
1	245	TP	0118	
1	245	TP	0118	
1	131	TP	0118	
1	131	TP	0118	
1	504	TP	0118	
1	290	TP	0118	
1	521	TP	0118	
1	117	TP	0118	
1	117	TP	0118	
1	331	I	0118	
1	358	I	0118	
1	358	TP	0118	
1	390	TP	0118	
1	390	TP	0118	
1	68	TM	0118	
1	68	O	0118	
1	68	O	0118	
1	68	O	0118	
1	68	O	0118	
1	279	H	0118	
1	279	TP	0118	
1	279	H	0118	
1	279	H	0118	
1	279	I	0118	
1	279	I	0118	
1	279	I	0118	
1	279	I	0118	
1	279	I	0118	
1	68	O	0118	
1	294	TP	0118	
1	294	TP	0118	
1	294	TP	0118	
1	69	E	0118	
1	69	TP	0118	
1	69	E	0118	
1	245	F	0118	
1	245	I	0118	
1	245	I	0118	
1	245	I	0118	
1	279	TP	0118	
1	279	TM	0118	
1	279	TP	0118	
1	249	I	0118	
1	37	TP	0118	
1	37	TP	0118	
1	37	TP	0118	
1	238	I	0118	
1	238	I	0118	
1	238	TP	0118	
1	502	J	0118	
1	502	J	0118	
1	502	TN	0118	
1	383	TP	0119	
1	51	H	0119	
1	51	H	0119	
1	132	I	0119	
1	132	I	0119	
1	132	I	0119	
1	132	O	0119	
1	255	TP	0119	
1	308	B	0119	
1	51	H	0119	
1	51	I	0119	
1	51	I	0119	
1	51	I	0119	
1	51	I	0119	
1	51	I	0119	
1	51	I	0119	
1	187	F	0119	
1	187	F	0119	
1	526	H	0119	
1	87	TP	0119	
1	281	H	0119	
1	281	TP	0119	
1	281	H	0119	
1	281	TP	0119	
1	281	H	0119	
1	281	TP	0119	
1	281	H	0119	
1	396	B	0119	
1	396	TP	0119	
1	396	TP	0119	
1	242	TP	0119	
1	242	I	0119	
1	245	F	0119	
1	245	F	0119	
1	17	I	0119	
1	17	I	0119	
1	17	I	0119	
1	17	I	0119	
1	17	I	0119	
1	508	I	0119	
1	508	I	0119	
1	389	TP	0119	
1	147	G	0119	
1	147	G	0119	
1	147	G	0119	
1	147	G	0119	
1	250	G	0119	
1	250	E	0119	
1	145	K	0119	
1	145	H	0119	
1	145	TP	0119	
1	361	O	0120	
1	361	O	0120	
1	361	O	0120	
1	145	H	0120	
1	59	O	0120	
1	59	O	0120	
1	225	TN	0120	
1	91	O	0120	
1	91	O	0120	
1	91	O	0120	
1	416	H	0121	
1	416	H	0121	
1	222	I	0121	
1	433	TP	0121	
1	317	TP	0121	
1	317	TP	0121	
1	433	TP	0121	
1	433	TP	0121	
1	433	TP	0121	
1	433	TP	0121	
1	189	TP	0121	
1	326	TN	0121	
1	326	TP	0121	
1	326	I	0121	
1	189	TP	0121	
1	145	F	0121	
3	314	TP	1018	
3	314	TP	1018	
3	314	TP	1018	
3	314	TP	1018	
3	401	F	1018	
3	481	TP	1018	
3	481	TP	1018	
3	178	TP	0901	
3	10	I	0901	
3	178	I	0901	
3	178	H	0901	
3	349	H	0901	
3	127	H	0901	
3	127	F	0901	
3	127	H	0901	
3	127	B	0901	
3	481	TP	0901	
3	222	D	0901	
3	222	B	0901	
3	481	TP	0901	
3	505	TP	0901	
3	505	I	0901	
3	481	TP	0901	
3	481	TP	0901	
3	383	TP	0901	
3	383	TP	0901	
3	357	TN	0901	
3	357	O	0901	
3	466	TN	0901	
3	357	TN	0901	
3	516	B	0901	
3	190	H	0901	
3	190	O	0901	
3	479	O	0901	
3	446	O	0901	
3	357	TN	0901	
3	357	TN	0901	
3	357	TN	0901	
3	246	H	0901	
3	433	TP	0901	
3	433	D	0901	
3	358	TB	0901	
3	358	K	0901	
3	358	TB	0901	
3	242	H	0901	
3	242	I	0901	
3	385	TP	0901	
3	254	TP	0901	
3	153	D	0901	
3	153	H	0901	
3	443	B	0901	
3	1	B	0901	
3	1	B	0901	
3	74	H	0901	
3	74	H	0901	
3	384	TN	0901	
3	144	TP	0901	
3	144	TP	0901	
3	301	B	0901	
3	301	K	0901	
3	301	B	0901	
3	301	K	0901	
3	301	B	0901	
3	169	D	0901	
3	169	F	0901	
3	169	H	0901	
3	169	D	0901	
3	61	TP	0901	
3	25	H	0901	
3	25	TN	0901	
3	25	TN	0901	
3	25	TN	0901	
3	317	TP	0901	
3	250	I	0901	
3	266	I	0901	
3	266	TP	0901	
3	401	TS	0901	
3	401	F	0901	
3	57	I	0901	
3	495	H	0902	
3	187	TN	0902	
3	513	H	0902	
3	187	B	0902	
3	477	TP	0902	
3	288	TP	0902	
3	288	TP	0902	
3	288	H	0902	
3	288	TP	0902	
3	341	TP	0902	
3	341	TP	0902	
3	341	G	0902	
3	341	TP	0902	
3	341	O	0902	
3	341	TP	0902	
3	319	TP	0902	
3	319	TP	0902	
3	341	TP	0902	
3	341	TP	0902	
3	341	TP	0902	
3	341	TP	0902	
3	341	TP	0902	
3	341	TP	0902	
3	432	TN	0902	
3	150	TN	0902	
3	150	TN	0902	
3	150	TN	0902	
3	150	O	0902	
3	150	TN	0902	
3	150	TN	0902	
3	267	TP	0902	
3	267	K	0902	
3	291	H	0902	
3	234	TP	0902	
3	234	TP	0902	
3	245	TN	0902	
3	245	TN	0902	
3	245	TN	0902	
3	462	O	0902	
3	482	TP	0902	
3	482	TP	0902	
3	303	H	0902	
3	406	I	0902	
3	455	TP	0902	
3	455	I	0902	
3	303	TN	0902	
3	303	H	0902	
3	303	H	0902	
3	303	H	0902	
3	303	O	0902	
3	303	O	0902	
3	349	K	0902	
3	349	I	0902	
3	349	I	0902	
3	349	I	0902	
3	349	K	0902	
3	246	TN	0902	
3	246	TN	0902	
3	206	I	0902	
3	149	TN	0902	
3	258	J	0902	
3	258	J	0902	
3	258	TB	0902	
3	234	O	0902	
3	297	I	0902	
3	297	I	0902	
3	297	H	0902	
3	297	H	0902	
3	297	I	0902	
3	86	I	0902	
3	86	H	0902	
3	206	I	0902	
3	206	I	0902	
3	206	I	0902	
3	206	I	0902	
3	206	I	0902	
3	206	I	0902	
3	497	I	0902	
3	146	I	0902	
3	146	H	0902	
3	508	F	0902	
3	508	TP	0902	
3	402	O	0902	
3	402	TN	0902	
3	462	H	0902	
3	372	H	0902	
3	478	TP	0902	
3	478	I	0902	
3	185	J	0902	
3	185	H	0902	
3	478	I	0902	
3	482	J	0902	
3	482	J	0902	
3	482	H	0902	
3	106	I	0902	
3	106	H	0902	
3	214	I	0902	
3	214	I	0902	
3	346	I	0902	
3	346	I	0902	
3	153	TP	0902	
3	153	TP	0902	
3	153	TN	0902	
3	153	TP	0902	
3	412	K	0902	
3	412	K	0902	
3	412	K	0902	
3	412	K	0902	
3	214	TN	0902	
3	505	TP	0902	
3	505	TP	0902	
3	77	H	0902	
3	77	H	0902	
3	361	TN	0902	
3	361	TN	0902	
3	361	H	0902	
3	361	TN	0902	
3	361	O	0902	
3	361	O	0902	
3	355	E	0902	
3	446	TP	0902	
3	446	C	0902	
3	492	G	0902	
3	492	B	0902	
3	1	B	0902	
3	1	B	0902	
3	334	TP	0903	
3	261	H	0903	
3	129	TP	0903	
3	129	TP	0903	
3	129	O	0903	
3	129	O	0903	
3	131	TP	0903	
3	342	H	0903	
3	342	H	0903	
3	342	G	0903	
3	164	G	0903	
3	37	TP	0903	
3	532	K	0903	
3	37	TP	0903	
3	446	O	0903	
3	446	O	0903	
3	190	H	0903	
3	49	O	0903	
3	49	TN	0903	
3	49	TN	0903	
3	49	TN	0903	
3	49	TN	0903	
3	49	O	0903	
3	301	H	0903	
3	301	TN	0903	
3	301	TN	0903	
3	164	TP	0903	
3	413	B	0903	
3	413	K	0903	
3	413	B	0903	
3	164	TN	0903	
3	213	TN	0903	
3	213	TN	0903	
3	213	TN	0903	
3	116	O	0903	
3	116	TN	0903	
3	246	TP	0903	
3	484	O	0903	
3	484	O	0903	
3	484	O	0903	
3	505	B	0903	
3	505	B	0903	
3	57	I	0903	
3	57	I	0903	
3	57	I	0903	
3	57	K	0903	
3	57	I	0903	
3	321	I	0903	
3	321	I	0903	
3	321	I	0903	
3	50	I	0903	
3	50	I	0903	
3	324	TP	0903	
3	208	H	0903	
3	208	H	0903	
3	208	H	0903	
3	208	H	0903	
3	483	H	0903	
3	483	K	0903	
3	483	K	0903	
3	292	I	0903	
3	324	H	0903	
3	385	B	0903	
3	385	B	0903	
3	459	H	0903	
3	204	F	0903	
3	204	F	0903	
3	204	H	0903	
3	478	O	0903	
3	478	O	0903	
3	364	I	0903	
3	364	I	0903	
3	364	I	0903	
3	345	I	0903	
3	345	I	0903	
3	345	I	0903	
3	196	TN	0903	
3	249	I	0903	
3	249	I	0903	
3	61	TP	0903	
3	125	TN	0903	
3	125	TN	0903	
3	125	TN	0903	
3	125	TN	0903	
3	125	TN	0903	
3	125	TN	0903	
3	125	TN	0903	
3	255	J	0904	
3	255	H	0904	
3	255	H	0904	
3	255	H	0904	
3	255	J	0904	
3	432	I	0904	
3	164	H	0904	
3	31	I	0904	
3	342	I	0904	
3	342	H	0904	
3	102	I	0904	
3	102	I	0904	
3	102	I	0904	
3	102	I	0904	
3	102	I	0904	
3	69	TN	0904	
3	212	TP	0904	
3	212	TP	0904	
3	212	TP	0904	
3	212	TP	0904	
3	485	TN	0904	
3	482	O	0904	
3	482	H	0904	
3	250	I	0904	
3	250	I	0904	
3	272	I	0904	
3	97	G	0904	
3	216	TP	0904	
3	175	I	0904	
3	273	I	0904	
3	273	I	0904	
3	121	TN	0905	
3	31	I	0905	
3	31	I	0905	
3	31	I	0905	
3	31	I	0905	
3	31	I	0905	
3	532	B	0905	
3	532	TN	0905	
3	532	O	0905	
3	532	B	0905	
3	432	B	0905	
3	432	B	0905	
3	190	H	0905	
3	105	I	0905	
3	105	H	0905	
3	105	H	0905	
3	105	H	0905	
3	400	I	0905	
3	400	I	0905	
3	400	TP	0905	
3	432	B	0905	
3	164	TP	0905	
3	424	TP	0905	
3	254	I	0905	
3	254	I	0905	
3	215	TP	0905	
3	215	TN	0905	
3	215	TN	0905	
3	342	I	0905	
3	342	I	0905	
3	342	I	0905	
3	342	I	0905	
3	524	TP	0905	
3	524	TN	0905	
3	101	TP	0905	
3	101	TP	0905	
3	369	H	0905	
3	369	H	0905	
3	369	H	0905	
3	369	H	0905	
3	369	TN	0905	
3	11	H	0905	
3	77	B	0905	
3	11	I	0905	
3	161	I	0905	
3	161	I	0905	
3	161	I	0905	
3	279	O	0905	
3	272	I	0905	
3	355	E	0905	
3	235	K	0905	
3	235	K	0905	
3	235	K	0905	
3	8	B	0905	
3	8	I	0905	
3	8	TP	0905	
3	8	B	0905	
3	8	I	0905	
3	218	TP	0905	
3	218	TP	0905	
3	249	K	0905	
3	249	K	0905	
3	249	H	0905	
3	249	I	0905	
3	319	TN	0905	
3	249	K	0905	
3	319	TP	0905	
3	319	TP	0905	
3	293	I	0905	
3	293	I	0905	
3	354	I	0905	
3	354	I	0905	
3	354	I	0905	
3	354	I	0905	
3	354	I	0905	
3	334	I	0905	
3	492	J	0905	
3	76	TP	0906	
3	300	B	0906	
3	525	O	0906	
3	245	H	0906	
3	79	TP	0906	
3	79	TP	0906	
3	300	H	0906	
3	84	I	0906	
3	291	TP	0906	
3	291	TP	0906	
3	291	TP	0906	
3	291	TP	0906	
3	245	TP	0906	
3	219	O	0906	
3	219	TN	0906	
3	219	TP	0906	
3	465	H	0906	
3	465	H	0906	
3	467	I	0906	
3	256	I	0906	
3	354	H	0906	
3	256	I	0906	
3	256	I	0906	
3	292	TP	0906	
3	292	TP	0906	
3	328	D	0906	
3	328	F	0906	
3	328	F	0906	
3	328	F	0906	
3	273	TP	0906	
3	273	TP	0906	
3	273	TP	0906	
3	273	TP	0906	
3	494	TP	0906	
3	494	TP	0906	
3	466	TN	0906	
3	227	B	0906	
3	227	B	0906	
3	149	TN	0906	
3	149	H	0906	
3	90	H	0906	
3	453	TN	0906	
3	293	I	0906	
3	130	TP	0906	
