学期	学号	地点	日期	时间	金额
2	62	食堂	0426	082121	2
2	12	食堂	0426	071859	0.5
2	26	宿舍	0426	070402	0.6
2	39	食堂	0426	071834	2.1
2	2	教室	0426	080957	0.01
2	23	食堂	0426	071905	1.8
2	39	食堂	0426	071852	0.8
2	10	食堂	0426	072040	1.7
2	23	宿舍	0426	065138	0.02
2	54	食堂	0426	073012	1.63
2	41	教室	0426	070533	0.01
2	39	食堂	0426	073347	2.5
2	81	食堂	0426	082356	0.8
2	61	食堂	0426	065544	3
2	43	宿舍	0426	065930	0.02
2	16	食堂	0426	071501	1.8
2	12	教室	0426	100544	0.02
2	2	食堂	0426	072836	3.03
2	9	宿舍	0426	095459	0.01
2	86	教室	0426	081225	0.01
2	25	超市	0426	091835	2.3
2	51	食堂	0426	065430	0.7
2	41	食堂	0426	070201	1.03
2	7	食堂	0426	070252	1.03
2	42	宿舍	0426	092803	0.5
2	86	教室	0426	093551	0.01
2	76	食堂	0426	071545	2.3
2	9	宿舍	0426	081933	0.02
2	58	食堂	0426	100422	3.5
2	64	超市	0426	110341	4
2	71	超市	0426	110211	2
2	41	食堂	0426	111918	3.7
2	67	食堂	0426	112228	2
2	61	食堂	0426	112714	2.5
2	43	教室	0426	090930	0.01
2	81	食堂	0426	112034	4
2	81	食堂	0426	112037	0.9
2	45	食堂	0426	111934	1.7
2	81	食堂	0426	112055	5.4
2	55	食堂	0426	081051	1.23
2	55	食堂	0426	081059	2.6
2	15	食堂	0426	081506	3.3
2	90	食堂	0426	081723	2
2	27	宿舍	0426	081426	0.02
2	86	食堂	0426	095821	2.5
2	15	食堂	0426	111540	5
2	26	食堂	0426	111857	8
2	2	食堂	0426	110852	5.5
2	54	食堂	0426	112428	5
2	67	食堂	0426	112244	4.2
2	16	超市	0426	105946	3.5
2	61	超市	0426	105951	4
2	67	超市	0426	110135	1.5
2	48	食堂	0426	111213	7
2	23	教室	0426	091838	0.01
2	86	食堂	0426	070512	3
2	76	超市	0426	110337	4
2	69	超市	0426	104550	8
2	4	超市	0426	105725	4
2	20	食堂	0426	112934	5.1
2	20	食堂	0426	112743	1
2	23	食堂	0426	113301	1.5
2	39	食堂	0426	113310	1.5
2	76	食堂	0426	113033	2
2	58	食堂	0426	112441	3
2	83	食堂	0426	113208	5.8
2	86	食堂	0426	113413	4.5
2	4	食堂	0426	113239	4.7
2	39	超市	0426	110327	4
2	33	食堂	0426	110148	6
2	55	食堂	0426	111747	5
2	26	食堂	0426	111957	3.2
2	20	食堂	0426	112912	5.1
2	10	食堂	0426	112952	4.8
2	43	食堂	0426	112816	14
2	71	食堂	0426	112634	4.2
2	7	食堂	0426	112512	2.5
2	32	食堂	0426	113232	5.1
2	39	食堂	0426	113204	2
2	19	食堂	0426	111856	5.1
2	62	超市	0426	110619	4
2	19	食堂	0426	112224	4
2	48	食堂	0426	111613	6
2	84	食堂	0426	112258	2.5
2	45	食堂	0426	112031	1.5
2	51	食堂	0426	112221	3.2
2	7	食堂	0426	112401	3
2	64	食堂	0426	112420	6.1
2	64	食堂	0426	112537	3
2	62	食堂	0426	112845	4.2
2	86	食堂	0426	113620	1
2	23	食堂	0426	113133	3.7
2	64	食堂	0426	111833	2
2	76	食堂	0426	112914	3
2	69	宿舍	0426	113226	0.4
2	45	宿舍	0426	113124	0.06
2	13	宿舍	0426	113341	0.15
2	61	交通	0426	162614	4
2	12	食堂	0426	115403	1
2	4	食堂	0426	155239	4.5
2	27	宿舍	0426	161244	0.31
2	63	超市	0426	114220	8.2
2	12	食堂	0426	114500	1
2	16	宿舍	0426	114455	0.2
2	71	超市	0426	114803	4.2
2	81	宿舍	0426	114354	0.8
2	27	食堂	0426	114215	5.2
2	12	食堂	0426	114354	1.8
2	25	宿舍	0426	115234	0.8
2	4	宿舍	0426	114043	0.8
2	86	宿舍	0426	120250	0.6
2	90	宿舍	0426	114647	0.4
2	2	食堂	0426	142123	4.5
2	55	食堂	0426	124132	4.5
2	26	食堂	0426	161051	10
2	13	食堂	0426	135218	2.5
2	43	超市	0426	122906	0.1
2	39	教室	0426	151710	0.01
2	84	宿舍	0426	115245	1.3
2	23	宿舍	0426	123107	0.7
2	54	宿舍	0426	122607	1.8
2	39	宿舍	0426	124332	0.01
2	41	教室	0426	141153	0.02
2	84	食堂	0426	155228	4.5
2	27	宿舍	0426	120052	0.09
2	86	宿舍	0426	140845	0.01
2	43	食堂	0426	124605	2.5
2	43	宿舍	0426	140936	0.03
2	51	教室	0426	141911	0.01
2	45	食堂	0426	163231	2
2	81	教室	0426	151650	0.01
2	39	宿舍	0426	121528	0.04
2	58	超市	0426	163704	5.6
2	9	宿舍	0426	145315	0.02
2	12	教室	0426	151706	0.01
2	23	教室	0426	151723	0.02
2	71	超市	0426	163634	11
2	7	超市	0426	163722	11
2	16	交通	0426	162608	4
2	76	交通	0426	162616	4
2	77	交通	0426	152127	1
2	16	交通	0426	192926	4
2	27	食堂	0426	171349	5
2	43	宿舍	0426	165012	0.02
2	27	宿舍	0426	172756	0.02
2	13	食堂	0426	173458	3
2	19	食堂	0426	173726	4.6
2	77	食堂	0426	173738	1.8
2	67	宿舍	0426	165234	1.2
2	86	食堂	0426	164923	7
2	12	食堂	0426	171059	1.9
2	71	宿舍	0426	165055	0.03
2	86	食堂	0426	170319	3
2	67	食堂	0426	172539	3.2
2	20	食堂	0426	173242	1.5
2	10	食堂	0426	173226	1.03
2	81	宿舍	0426	171958	0.15
2	27	食堂	0426	171607	0.2
2	12	食堂	0426	171312	1.5
2	67	食堂	0426	172937	1
2	20	食堂	0426	173112	4.6
2	10	食堂	0426	173132	4.6
2	83	食堂	0426	173307	4.6
2	51	食堂	0426	173455	3
2	64	食堂	0426	172754	6.6
2	77	食堂	0426	174002	5.6
2	77	食堂	0426	173846	1.8
2	63	食堂	0426	174055	3.5
2	33	食堂	0426	173653	8.8
2	63	食堂	0426	174054	1.4
2	12	教室	0426	173548	0.01
2	81	食堂	0426	175947	6.4
2	86	宿舍	0426	185701	0.08
2	64	超市	0426	185229	2.7
2	25	超市	0426	184655	12.5
2	61	交通	0426	192919	4
2	76	交通	0426	192922	4
2	25	超市	0426	212917	30
2	23	宿舍	0426	234524	0.7
2	54	宿舍	0426	212417	0.14
2	16	宿舍	0426	220636	0.02
2	69	宿舍	0426	232711	0.07
2	39	宿舍	0426	213136	0.01
2	15	宿舍	0426	213937	1.3
2	42	宿舍	0426	225732	0.08
2	16	超市	0426	202049	6
2	81	教室	0426	202525	0.01
2	71	超市	0426	212014	4
2	90	宿舍	0426	230138	0.6
2	58	宿舍	0426	202040	0.6
2	7	宿舍	0426	202008	1.7
2	43	宿舍	0426	212510	1.5
2	32	宿舍	0426	232332	0.8
2	33	宿舍	0426	214953	1
2	16	宿舍	0426	205740	0.8
2	63	超市	0426	212954	3
2	76	超市	0426	201858	12.4
2	61	超市	0426	202045	3.5
2	58	宿舍	0426	203816	0.15
2	69	宿舍	0426	225255	0.7
2	51	宿舍	0426	221031	0.2
2	26	超市	0426	200416	5.5
2	71	宿舍	0426	214457	0.9
2	39	宿舍	0426	232823	1.3
2	51	宿舍	0426	221015	0.15
2	76	宿舍	0426	222243	1.7
2	61	宿舍	0426	222943	0.12
2	10	宿舍	0426	203630	0.6
2	27	宿舍	0426	210312	0.29
2	45	宿舍	0426	231220	0.6
2	76	交通	0426	200935	4
2	64	超市	0426	210401	9.8
2	25	超市	0426	212921	3.8
2	10	食堂	0427	072402	0.5
2	41	食堂	0427	111116	3.1
2	11	食堂	0427	113310	6.4
2	64	食堂	0427	113341	5.1
2	13	食堂	0427	111449	1.7
2	19	食堂	0427	112949	8
2	20	食堂	0427	113338	0.8
2	26	食堂	0427	113040	4.2
2	43	教室	0427	105718	0.01
2	45	教室	0427	080813	0.01
2	23	宿舍	0427	065737	0.02
2	86	食堂	0427	071348	2.5
2	77	超市	0427	102138	6.2
2	67	食堂	0427	111118	3.2
2	54	食堂	0427	112559	1
2	41	食堂	0427	071415	1.43
2	39	教室	0427	091342	0.01
2	20	食堂	0427	071833	0.5
2	27	食堂	0427	111621	1.5
2	32	食堂	0427	114116	4.6
2	76	食堂	0427	113532	12.6
2	9	宿舍	0427	000230	0.9
2	23	宿舍	0427	000501	0.1
2	25	宿舍	0427	000942	0.9
2	39	宿舍	0427	000722	0.01
2	84	食堂	0427	083807	3
2	84	宿舍	0427	101324	0.08
2	63	宿舍	0427	000049	0.5
2	51	食堂	0427	065740	1.6
2	86	食堂	0427	064509	3
2	23	食堂	0427	113851	3.2
2	61	宿舍	0427	103523	1.7
2	51	食堂	0427	065752	0.8
2	13	食堂	0427	064030	3
2	86	食堂	0427	071511	2.5
2	12	教室	0427	080835	0.01
2	76	食堂	0427	071532	1.3
2	20	食堂	0427	071604	1.8
2	76	食堂	0427	071631	0.2
2	23	食堂	0427	071658	0.5
2	64	食堂	0427	072127	0.5
2	27	食堂	0427	071853	2.6
2	12	食堂	0427	071353	1.5
2	43	宿舍	0427	071420	0.02
2	41	教室	0427	071753	0.02
2	86	宿舍	0427	064400	0.02
2	39	教室	0427	074623	0.01
2	2	食堂	0427	073030	1.93
2	4	食堂	0427	073258	2.5
2	84	食堂	0427	073306	2.5
2	64	食堂	0427	071741	2.2
2	16	宿舍	0427	070422	0.02
2	67	宿舍	0427	071528	0.01
2	76	食堂	0427	072644	2
2	9	教室	0427	073018	0.01
2	27	教室	0427	080730	0.01
2	2	教室	0427	082236	0.01
2	58	食堂	0427	065050	3.5
2	23	教室	0427	091344	0.01
2	84	食堂	0427	083814	3
2	54	教室	0427	073541	0.01
2	43	教室	0427	091230	0.01
2	19	食堂	0427	081311	2.8
2	39	食堂	0427	102058	2.5
2	4	食堂	0427	102602	6.5
2	4	食堂	0427	102614	6.5
2	11	超市	0427	102148	13.5
2	67	食堂	0427	111355	2
2	90	超市	0427	104239	9.4
2	23	宿舍	0427	111022	1.2
2	48	宿舍	0427	102010	1.8
2	2	食堂	0427	110911	6.5
2	51	食堂	0427	111351	1.7
2	86	宿舍	0427	103244	1.6
2	39	食堂	0427	071736	0.8
2	10	食堂	0427	072138	1.5
2	26	宿舍	0427	070803	0.7
2	54	食堂	0427	111943	3.2
2	69	宿舍	0427	071406	0.02
2	2	食堂	0427	111107	0.4
2	20	教室	0427	080821	0.01
2	26	食堂	0427	113008	8
2	20	食堂	0427	113322	4.6
2	10	食堂	0427	113223	4.6
2	26	食堂	0427	112608	3
2	33	食堂	0427	112944	8
2	51	宿舍	0427	112633	0.13
2	9	食堂	0427	112725	5
2	16	食堂	0427	103013	4.5
2	15	宿舍	0427	103752	0.16
2	67	教室	0427	105344	0.01
2	27	食堂	0427	100612	5.2
2	58	食堂	0427	113907	11
2	12	教室	0427	100752	0.01
2	9	食堂	0427	112712	10
2	15	超市	0427	102737	8.9
2	27	宿舍	0427	112537	0.02
2	32	食堂	0427	114017	5.1
2	23	食堂	0427	114358	2
2	63	食堂	0427	122612	3.3
2	69	食堂	0427	142017	3.5
2	2	教室	0427	161202	0.01
2	43	宿舍	0427	123354	0.02
2	27	教室	0427	142729	0.01
2	69	食堂	0427	162009	2.53
2	39	宿舍	0427	123906	0.04
2	51	教室	0427	134423	0.01
2	41	宿舍	0427	135156	0.02
2	77	交通	0427	124215	4
2	39	食堂	0427	114135	4.2
2	39	食堂	0427	114345	3
2	86	食堂	0427	114242	4.4
2	39	食堂	0427	114358	1
2	69	宿舍	0427	140711	0.01
2	64	食堂	0427	161352	1
2	39	宿舍	0427	161456	0.01
2	86	食堂	0427	114938	4.1
2	48	食堂	0427	115206	2.5
2	55	食堂	0427	114812	3.4
2	81	食堂	0427	115543	4.2
2	81	食堂	0427	115600	4.2
2	90	食堂	0427	115429	2
2	7	食堂	0427	114525	10
2	48	食堂	0427	114640	5.4
2	43	教室	0427	161043	0.01
2	26	食堂	0427	141405	2.9
2	23	教室	0427	161223	0.01
2	39	宿舍	0427	140852	0.01
2	90	教室	0427	152320	0.01
2	81	教室	0427	160830	0.01
2	76	教室	0427	161125	0.01
2	2	教室	0427	161324	0.02
2	7	宿舍	0427	143243	1
2	41	教室	0427	151610	0.01
2	25	超市	0427	142140	3.5
2	43	宿舍	0427	140916	0.03
2	86	教室	0427	151704	0.01
2	76	教室	0427	151735	0.01
2	4	教室	0427	160943	0.01
2	90	食堂	0427	162002	2.53
2	76	教室	0427	142108	0.01
2	7	交通	0427	161308	4
2	43	宿舍	0427	185616	0.02
2	54	超市	0427	181040	2
2	55	食堂	0427	182247	5.4
2	84	食堂	0427	171218	1.5
2	41	食堂	0427	175817	1.7
2	55	食堂	0427	175921	1.9
2	10	食堂	0427	180601	1.6
2	45	食堂	0427	180416	4.9
2	90	食堂	0427	181544	2
2	90	食堂	0427	180108	3
2	86	教室	0427	170525	0.01
2	12	教室	0427	170425	0.01
2	19	食堂	0427	172043	4.1
2	84	食堂	0427	171453	3
2	86	教室	0427	170514	0.01
2	84	食堂	0427	171406	4.5
2	69	食堂	0427	180223	1.5
2	71	食堂	0427	175843	3.7
2	27	食堂	0427	181611	5
2	11	食堂	0427	180541	1.6
2	51	食堂	0427	175915	1.7
2	26	食堂	0427	180512	10
2	25	超市	0427	181138	13
2	64	食堂	0427	180857	8
2	69	食堂	0427	181542	2
2	71	食堂	0427	175925	4.2
2	83	超市	0427	180448	3.8
2	13	教室	0427	181256	0.01
2	9	食堂	0427	181915	2
2	16	宿舍	0427	181918	1.2
2	69	宿舍	0427	183132	1.2
2	2	超市	0427	181047	6
2	86	宿舍	0427	185836	0.08
2	69	宿舍	0427	190639	0.02
2	27	宿舍	0427	182022	0.02
2	64	食堂	0427	184151	1.5
2	9	食堂	0427	180835	4.7
2	26	文印	0427	184447	30
2	41	教室	0427	181227	0.01
2	25	食堂	0427	192110	7
2	51	教室	0427	181228	0.01
2	27	宿舍	0427	213251	0.34
2	58	宿舍	0427	230651	0.5
2	32	超市	0427	215540	20.9
2	71	宿舍	0427	233750	0.07
2	69	宿舍	0427	215338	0.07
2	4	宿舍	0427	222945	0.7
2	15	宿舍	0427	220430	0.21
2	67	宿舍	0427	223337	1.6
2	9	宿舍	0427	235559	0.5
2	90	宿舍	0427	221105	1.4
2	27	教室	0427	201444	0.01
2	51	宿舍	0427	220733	0.16
2	43	宿舍	0427	220039	0.03
2	2	宿舍	0427	214600	1.2
2	10	宿舍	0427	233734	0.8
2	43	宿舍	0427	221526	1.3
2	23	宿舍	0427	231326	1.2
2	33	宿舍	0427	230947	0.8
2	51	宿舍	0427	215929	0.14
2	20	宿舍	0427	220203	1.26
2	13	宿舍	0427	215429	0.14
2	61	宿舍	0427	224051	0.04
2	39	宿舍	0427	234055	1
2	39	宿舍	0427	230009	0.05
2	15	教室	0427	201553	0.01
2	2	教室	0427	210809	0.01
2	76	宿舍	0427	221713	1.3
2	26	食堂	0427	215205	4.8
2	9	超市	0427	215736	4
2	71	宿舍	0427	224801	0.16
2	86	教室	0428	080744	0.01
2	33	宿舍	0428	070829	0.3
2	12	食堂	0428	071925	0.5
2	39	食堂	0428	071721	3.1
2	51	教室	0428	080502	0.01
2	41	教室	0428	080502	0.01
2	23	食堂	0428	071825	0.5
2	39	食堂	0428	071746	0.8
2	20	食堂	0428	071815	1.8
2	20	食堂	0428	071926	0.5
2	86	教室	0428	091340	0.01
2	4	食堂	0428	072212	2.4
2	69	教室	0428	101217	0.03
2	26	宿舍	0428	071542	0.5
2	84	食堂	0428	072406	2.5
2	32	食堂	0428	073017	0.3
2	41	食堂	0428	070948	0.83
2	9	宿舍	0428	071018	0.01
2	42	食堂	0428	082125	2
2	76	教室	0428	072515	0.01
2	43	教室	0428	100323	0.01
2	23	宿舍	0428	065642	0.02
2	23	教室	0428	100512	0.01
2	39	教室	0428	100512	0.01
2	61	食堂	0428	071322	1.4
2	61	食堂	0428	071647	2
2	45	食堂	0428	081520	2.73
2	23	食堂	0428	071731	1.3
2	76	教室	0428	083302	0.01
2	45	食堂	0428	081843	2
2	69	教室	0428	075832	0.01
2	71	食堂	0428	072602	1.03
2	51	食堂	0428	065452	2.2
2	51	食堂	0428	065620	0.7
2	2	教室	0428	101330	0.01
2	69	宿舍	0428	071437	0.01
2	4	教室	0428	081137	0.01
2	39	宿舍	0428	000001	0.01
2	86	食堂	0428	070656	3
2	10	食堂	0428	072000	1.8
2	10	食堂	0428	072026	0.5
2	86	宿舍	0428	065548	0.01
2	81	宿舍	0428	000411	1.1
2	41	教室	0428	100902	0.01
2	62	宿舍	0428	002554	0.1
2	32	食堂	0428	072621	1.9
2	27	食堂	0428	070857	1.6
2	64	食堂	0428	071030	2.8
2	61	食堂	0428	081752	0.2
2	2	教室	0428	073614	0.01
2	16	宿舍	0428	070135	0.02
2	13	食堂	0428	071918	2.9
2	84	食堂	0428	072139	1.83
2	62	宿舍	0428	002719	1.2
2	81	食堂	0428	081526	1.63
2	19	食堂	0428	080752	2.2
2	13	食堂	0428	071840	2.03
2	43	宿舍	0428	070750	0.01
2	32	食堂	0428	073000	0.3
2	2	食堂	0428	072558	1.83
2	71	食堂	0428	120816	3.5
2	64	食堂	0428	121111	8.1
2	10	食堂	0428	120928	1
2	10	食堂	0428	120859	3.9
2	81	食堂	0428	121115	4.5
2	43	食堂	0428	121042	2.5
2	9	食堂	0428	121554	4.2
2	15	食堂	0428	115937	7.1
2	81	食堂	0428	121612	1
2	55	食堂	0428	122355	5.44
2	62	食堂	0428	121312	4.7
2	26	食堂	0428	120125	10.9
2	81	食堂	0428	122941	4.7
2	90	食堂	0428	121322	5
2	71	食堂	0428	124928	1.2
2	71	食堂	0428	124249	1.2
2	90	食堂	0428	162549	3.5
2	84	食堂	0428	120631	7
2	4	食堂	0428	120657	7
2	12	食堂	0428	125402	4.2
2	39	超市	0428	134634	30
2	39	超市	0428	134638	8.8
2	71	食堂	0428	122039	1
2	84	宿舍	0428	132337	0.9
2	67	食堂	0428	122648	3.2
2	71	食堂	0428	122101	1
2	27	宿舍	0428	125249	0.05
2	67	食堂	0428	122849	1
2	51	教室	0428	135754	0.01
2	51	食堂	0428	121017	3.7
2	20	食堂	0428	120912	1
2	11	食堂	0428	120922	1.5
2	2	食堂	0428	115859	10
2	27	食堂	0428	121625	1.5
2	23	食堂	0428	122144	4.2
2	23	食堂	0428	122042	1.5
2	43	教室	0428	160519	0.01
2	63	食堂	0428	121424	3.8
2	55	食堂	0428	122408	5.4
2	55	食堂	0428	123131	4.2
2	64	超市	0428	141251	4
2	83	食堂	0428	121119	5.8
2	41	教室	0428	160711	0.01
2	69	食堂	0428	120745	10
2	90	食堂	0428	162557	3.5
2	23	食堂	0428	122154	4.2
2	9	宿舍	0428	141419	0.01
2	43	宿舍	0428	141023	0.02
2	20	食堂	0428	120917	3.6
2	86	宿舍	0428	143604	2.1
2	48	食堂	0428	121455	8.1
2	43	宿舍	0428	124632	0.02
2	2	教室	0428	160123	0.01
2	39	宿舍	0428	163628	0.01
2	43	食堂	0428	121207	1.03
2	54	宿舍	0428	120456	0.06
2	39	宿舍	0428	134821	0.01
2	62	食堂	0428	121755	1.8
2	23	食堂	0428	122054	1.5
2	2	食堂	0428	123812	2.8
2	12	食堂	0428	125408	0.2
2	76	食堂	0428	120932	8.6
2	48	食堂	0428	124737	2.5
2	86	宿舍	0428	154250	0.08
2	12	教室	0428	160550	0.01
2	23	教室	0428	160704	0.01
2	32	食堂	0428	120031	10.9
2	63	食堂	0428	120857	4.6
2	11	食堂	0428	120932	3.6
2	27	食堂	0428	121836	4.2
2	13	食堂	0428	120919	3.2
2	43	食堂	0428	121405	1.8
2	39	食堂	0428	121529	6.2
2	41	食堂	0428	121007	3.7
2	58	食堂	0428	120147	9.6
2	61	交通	0428	122634	4
2	13	食堂	0428	180113	10
2	51	食堂	0428	180134	8
2	33	食堂	0428	180153	10.6
2	51	食堂	0428	180126	8
2	19	食堂	0428	180024	4.6
2	63	图书馆	0428	180559	1.6
2	83	食堂	0428	180931	5.3
2	15	超市	0428	183456	4
2	45	食堂	0428	183959	4.4
2	23	食堂	0428	183958	4.2
2	13	超市	0428	210241	10.2
2	2	超市	0428	180926	9
2	43	宿舍	0428	205840	0.02
2	12	宿舍	0428	211018	0.3
2	67	超市	0428	220814	5.5
2	51	宿舍	0428	213313	0.15
2	71	宿舍	0428	222010	0.13
2	27	宿舍	0428	225026	0.01
2	63	超市	0428	215139	8
2	67	食堂	0428	180915	4.2
2	67	宿舍	0428	231014	1.2
2	33	超市	0428	191454	30
2	43	宿舍	0428	211132	1.8
2	12	宿舍	0428	205819	0.2
2	12	宿舍	0428	210007	0.1
2	39	宿舍	0428	215505	1.4
2	51	宿舍	0428	211233	0.3
2	71	超市	0428	215330	18
2	9	宿舍	0428	235440	0.7
2	58	宿舍	0428	232830	0.12
2	15	宿舍	0428	235742	0.08
2	12	宿舍	0428	230557	0.03
2	13	宿舍	0428	193253	0.6
2	20	宿舍	0428	200302	1.26
2	23	宿舍	0428	201132	0.01
2	33	宿舍	0428	224920	0.8
2	12	宿舍	0428	210401	2
2	58	宿舍	0428	230224	0.7
2	15	食堂	0428	194414	6
2	83	宿舍	0428	212924	0.9
2	33	超市	0428	191510	0.3
2	76	食堂	0428	183224	4.4
2	76	食堂	0428	183058	4.4
2	55	宿舍	0428	200808	0.15
2	15	食堂	0428	180241	4.2
2	12	宿舍	0428	201920	3.5
2	43	食堂	0428	180435	4.2
2	43	宿舍	0428	222341	0.05
2	33	超市	0428	191459	0.7
2	71	超市	0428	215409	0.9
2	45	食堂	0428	184329	2.9
2	54	宿舍	0428	235424	0.9
2	43	食堂	0428	180828	0.8
2	51	宿舍	0428	214549	0.4
2	20	宿舍	0428	194501	1.26
2	12	食堂	0428	181514	3.4
2	86	食堂	0428	180101	2.5
2	84	宿舍	0429	092316	0.08
2	33	食堂	0429	073019	0.8
2	13	食堂	0429	081322	0.6
2	13	食堂	0429	081701	1
2	51	宿舍	0429	113714	0.15
2	10	宿舍	0429	103850	1.26
2	54	食堂	0429	073724	3
2	48	食堂	0429	071659	2.5
2	33	食堂	0429	072518	0.6
2	10	宿舍	0429	102529	1.26
2	39	宿舍	0429	112853	0.01
2	32	食堂	0429	115734	0.8
2	55	食堂	0429	121538	3.5
2	55	超市	0429	124301	24.7
2	33	食堂	0429	072512	1.6
2	51	宿舍	0429	121506	1.2
2	4	食堂	0429	092052	2.5
2	48	食堂	0429	071653	0.63
2	51	宿舍	0429	123515	1.2
2	10	食堂	0429	115722	4.6
2	86	食堂	0429	120737	6.5
2	45	宿舍	0429	005856	0.6
2	15	宿舍	0429	104157	0.03
2	10	宿舍	0429	105851	1.26
2	4	食堂	0429	103731	4.2
2	51	宿舍	0429	122757	0.07
2	71	宿舍	0429	091249	0.05
2	67	宿舍	0429	001903	1.2
2	10	宿舍	0429	101732	1.26
2	39	宿舍	0429	101312	0.01
2	83	食堂	0429	092010	0.7
2	11	食堂	0429	115743	0.8
2	51	超市	0429	113323	14.4
2	12	宿舍	0429	115256	1.2
2	4	宿舍	0429	121033	0.7
2	11	食堂	0429	115746	4.6
2	81	食堂	0429	124843	6.5
2	13	交通	0429	083143	4
2	32	食堂	0429	115643	5.1
2	76	食堂	0429	111043	4.5
2	54	交通	0429	080251	4
2	54	交通	0429	080525	4
2	27	宿舍	0429	093236	0.02
2	20	交通	0429	074545	4
2	39	宿舍	0429	094910	0.04
2	32	宿舍	0429	100326	0.9
2	51	食堂	0429	080342	1.4
2	10	宿舍	0429	102641	0.6
2	4	食堂	0429	114948	4.6
2	86	超市	0429	122511	4.6
2	27	交通	0429	124203	1
2	9	交通	0429	093148	4
2	10	食堂	0429	175605	4.6
2	39	宿舍	0429	214825	0.04
2	86	宿舍	0429	170709	0.08
2	9	交通	0429	155900	4
2	76	宿舍	0429	170659	1.3
2	10	超市	0429	131339	30
2	10	超市	0429	131344	10.3
2	15	交通	0429	125520	1
2	12	交通	0429	125523	1
2	55	食堂	0429	171140	4.5
2	86	宿舍	0429	153905	0.06
2	27	宿舍	0429	205952	0.3
2	13	宿舍	0429	221926	0.16
2	39	宿舍	0429	132727	0.01
2	12	宿舍	0429	213634	0.11
2	11	食堂	0429	175617	4.6
2	76	宿舍	0429	221054	1.1
2	39	宿舍	0429	211822	0.01
2	86	宿舍	0429	171608	2
2	51	宿舍	0429	125451	1.2
2	39	宿舍	0429	154542	0.01
2	12	超市	0429	210917	2.5
2	15	宿舍	0429	233027	0.11
2	76	超市	0429	183334	17
2	76	食堂	0429	181254	3.4
2	13	交通	0429	213841	1
2	51	宿舍	0429	130228	1.2
2	84	交通	0429	133732	1
2	12	交通	0429	185902	1
2	15	交通	0429	185907	1
2	51	宿舍	0430	072651	0.11
2	84	宿舍	0430	115140	1.2
2	51	食堂	0430	080610	0.8
2	76	食堂	0430	080822	1
2	11	食堂	0430	111459	5.1
2	84	宿舍	0430	122402	1.2
2	76	食堂	0430	080654	1
2	11	食堂	0430	111428	4.9
2	39	食堂	0430	115055	8.2
2	39	宿舍	0430	121744	0.01
2	27	食堂	0430	110204	4.2
2	39	宿舍	0430	094036	0.01
2	51	食堂	0430	110317	4.2
2	84	宿舍	0430	111625	1.7
2	51	食堂	0430	080059	1.6
2	10	宿舍	0430	130526	0.08
2	39	宿舍	0430	133844	1.2
2	2	超市	0430	134441	30
2	9	宿舍	0430	140223	1.2
2	39	超市	0430	120311	27
2	15	宿舍	0430	102527	1
2	39	宿舍	0430	104831	0.04
2	48	交通	0430	100620	4
2	76	食堂	0430	115613	4.2
2	2	食堂	0430	121442	5
2	39	宿舍	0430	125413	1.2
2	39	宿舍	0430	131923	1.2
2	10	宿舍	0430	080255	1.1
2	2	超市	0430	134445	30
2	2	超市	0430	134449	17.2
2	9	宿舍	0430	140747	1.2
2	9	宿舍	0430	142651	1.2
2	13	食堂	0430	131835	6.1
2	11	宿舍	0430	193142	1.5
2	39	宿舍	0430	172351	0.01
2	9	宿舍	0430	224606	0.9
2	86	宿舍	0430	231949	0.08
2	27	宿舍	0430	232029	0.27
2	63	宿舍	0430	213746	0.8
2	10	食堂	0430	174552	5.1
2	9	食堂	0430	175322	2
2	51	宿舍	0430	195256	0.24
2	13	食堂	0430	172416	1.23
2	51	食堂	0430	173012	0.8
2	27	食堂	0430	172204	4
2	51	食堂	0430	172208	4
2	86	宿舍	0430	165752	1
2	76	宿舍	0430	234103	1.2
2	11	食堂	0430	174528	5.1
2	51	宿舍	0430	191525	0.3
2	39	宿舍	0430	185428	0.01
2	76	宿舍	0430	210947	1.4
2	51	宿舍	0430	205743	0.4
2	13	食堂	0430	172614	4.3
2	39	宿舍	0430	185256	0.04
2	15	交通	0430	175040	1
2	86	宿舍	0430	164113	0.1
2	39	宿舍	0430	215813	1.5
2	15	食堂	0430	202846	6
2	39	宿舍	0430	223517	0.01
2	48	超市	0430	220813	11.9
2	9	食堂	0430	175250	4.2
2	51	食堂	0501	072541	1.8
2	39	宿舍	0501	115510	0.02
2	27	食堂	0501	111242	1
2	13	食堂	0501	111600	4.9
2	76	宿舍	0501	105406	1.9
2	39	食堂	0501	113101	2
2	86	食堂	0501	115256	6.5
2	11	食堂	0501	115159	5.1
2	64	超市	0501	132054	26.5
2	64	宿舍	0501	134903	0.19
2	86	宿舍	0501	152103	0.01
2	39	食堂	0501	112656	4.2
2	10	宿舍	0501	083946	0.8
2	76	宿舍	0501	000205	1.2
2	76	宿舍	0501	093132	0.14
2	10	宿舍	0501	115245	0.08
2	43	宿舍	0501	113218	0.02
2	39	宿舍	0501	100122	0.01
2	39	宿舍	0501	115959	0.01
2	43	交通	0501	090854	4
2	76	食堂	0501	114742	4.5
2	63	食堂	0501	113253	4.6
2	76	食堂	0501	120132	4.9
2	10	食堂	0501	115223	5.1
2	12	宿舍	0501	123121	0.56
2	64	宿舍	0501	125117	1
2	48	食堂	0501	082910	2
