学期	学号	书名	日期
3	67	1416886	1017
3	51	2817699	1017
3	51	1376970	1017
3	43	2586020	1018
3	81	1344132	1018
3	81	3027578	1018
3	81	1096127	1018
3	82	2892773	1018
3	82	1396349	1018
3	82	1282978	1018
3	7	2923147	1018
3	7	2464273	1018
3	7	2923142	1018
3	71	1559555	1018
3	1	2854178	1018
3	1	1522634	1018
3	1	2994855	1018
3	1	1272584	1018
3	56	1398286	1018
3	56	1099577	1018
3	56	1128283	1018
3	74	2594870	1018
3	51	1305625	1018
3	51	1359236	1018
3	51	1137898	1018
3	51	1373220	1018
3	19	2585999	1019
3	48	2919385	1019
3	68	2774104	1019
3	68	2879711	1019
3	68	2897299	1019
3	67	1054194	1019
3	67	1154249	1019
3	67	2928602	1019
3	67	1282979	1019
3	67	1083046	1019
3	67	1302909	1019
3	91	1338819	1019
3	91	2964290	1019
3	91	2832034	1019
3	91	1468063	1019
3	91	2964272	1019
3	43	2762857	1020
3	43	2586048	1020
3	84	2845888	1020
3	56	2835935	1021
3	56	2828042	1021
3	55	1138531	1021
3	72	1563306	1022
3	72	2662028	1022
3	72	2908794	1022
3	72	1347887	1022
3	72	2780567	1022
3	72	2818639	1022
3	72	2838020	1022
3	72	1463562	1022
3	91	1347884	1022
3	91	1450170	1022
3	91	1299303	1022
3	74	2918853	1022
3	74	1540816	1022
3	42	1307939	1022
3	42	1307937	1022
3	15	1349593	1022
3	15	1349557	1022
3	58	2711690	1022
3	58	2711684	1022
3	8	1539758	1024
3	8	1410872	1024
3	8	1325921	1024
3	8	1276061	1024
3	8	2647137	1024
3	56	2660530	1024
3	56	2892772	1024
3	56	2927958	1024
3	56	1154253	1024
3	56	2927958	1024
3	56	2892772	1024
3	56	2660530	1024
3	56	1154253	1024
3	13	2928601	1024
3	13	1178077	1024
3	13	1192408	1024
3	13	1549329	1024
3	41	1154248	1024
3	41	2740488	1024
3	41	1384219	1024
3	41	1425466	1024
3	41	3030149	1024
3	41	1073417	1024
3	41	1154254	1024
3	41	1384221	1024
3	43	2585995	1024
3	7	1546677	1024
3	7	2608503	1024
3	7	2723103	1024
3	5	2608969	1024
3	43	1035557	1024
3	43	2852673	1024
3	43	2586014	1025
3	24	2791949	1025
3	56	1361038	1025
3	56	1274712	1025
3	56	2911752	1025
3	56	2911752	1026
3	56	1195968	1026
3	56	1033198	1026
3	56	1415420	1026
3	56	2826514	1026
3	56	2840170	1026
3	28	1334109	1026
3	28	1406724	1026
3	28	2663688	1026
3	28	1076806	1026
3	28	1277251	1026
3	56	2828042	1027
3	56	2835935	1027
3	15	2587692	1027
3	15	1518948	1027
3	15	2816109	1027
3	47	2715262	1027
3	47	1389677	1027
3	47	2823561	1027
3	47	1515828	1027
3	47	1106386	1027
3	43	2586027	1027
3	43	1154251	1027
3	43	1539760	1027
3	43	1301796	1027
3	43	1099598	1027
3	43	1410873	1027
3	56	1342467	1028
3	56	1281395	1028
3	79	1169002	1028
3	79	1301798	1028
3	79	2577990	1028
3	41	1274714	1029
3	41	2911750	1029
3	41	2696196	1029
3	41	1249197	1029
3	41	1274595	1029
3	33	1147210	1029
3	51	1113721	1029
3	65	2782259	1029
3	65	1496694	1029
3	81	1384222	1029
3	87	2696197	1029
3	87	1425467	1029
3	81	2728105	1029
3	81	2740487	1029
3	87	1146641	1029
3	87	1384218	1029
3	87	2728106	1029
3	81	1058849	1029
3	64	2837227	1029
3	64	1437720	1029
3	64	2685431	1029
3	55	1138531	1029
3	55	1300073	1029
3	67	1169003	1030
3	67	1005153	1030
3	67	1005153	1030
3	67	1005153	1030
3	67	1099600	1030
3	6	1497484	1030
3	6	2574586	1030
3	6	2574585	1030
3	6	1099601	1030
3	6	2660529	1030
3	33	1448006	1030
3	34	3045527	1031
3	87	2892966	1101
3	87	1360193	1101
3	19	2699891	1101
3	19	1401560	1101
3	65	3044317	1103
3	71	1161260	1103
3	71	2871202	1103
3	48	2919343	1103
3	48	1301797	1103
3	24	1111510	1103
3	24	2955370	1103
3	24	1433474	1103
3	9	2728107	1103
3	9	1113722	1103
3	76	1258929	1103
3	76	1556329	1103
3	76	1405298	1103
3	51	1300620	1103
3	51	1445902	1103
3	46	2999067	1103
3	46	1487861	1103
3	46	3043104	1103
3	36	1424203	1104
3	36	1100949	1104
3	63	2698872	1104
3	31	2683520	1104
3	63	1429680	1104
3	63	1492002	1104
3	63	1181203	1104
3	47	2785089	1104
3	47	2764405	1104
3	47	1393088	1104
3	47	1275119	1104
3	47	1439317	1104
3	47	2870882	1104
3	47	1155387	1104
3	47	1039606	1104
3	31	3011383	1104
3	31	1148665	1104
3	31	1312014	1104
3	31	2684602	1104
3	56	1096494	1104
3	56	1041042	1104
3	56	2873802	1104
3	56	1064728	1104
3	56	1468817	1104
3	56	1154394	1104
3	56	1305461	1104
3	58	1199273	1104
3	58	1480245	1104
3	58	1169004	1104
3	41	2586014	1105
3	27	2669255	1105
3	27	1146590	1105
3	27	2785088	1105
3	27	1169000	1105
3	27	1058850	1105
3	27	1413470	1105
3	27	1487860	1105
3	27	1437719	1105
3	27	1149745	1105
3	28	2658140	1105
3	28	1192409	1105
3	28	1413472	1105
3	28	1041172	1105
3	42	2999228	1105
3	42	1556548	1105
3	4	1190336	1105
3	4	2823330	1105
3	71	2728106	1105
3	71	2785087	1105
3	71	1041173	1105
3	71	1553234	1105
3	1	1572099	1105
3	1	1371919	1105
3	1	1549328	1105
3	18	1154253	1105
3	18	1301798	1105
3	40	2742295	1105
3	40	2601814	1105
3	40	1322828	1105
3	79	2764404	1106
3	79	1058846	1106
3	79	1025399	1106
3	79	2897811	1106
3	79	1325924	1106
3	79	1411574	1106
3	48	1411573	1106
3	64	1439318	1106
3	64	1287378	1106
3	64	1039605	1106
3	64	2645046	1106
3	41	2586011	1107
3	39	2927959	1107
3	39	2987972	1107
3	39	2925167	1107
3	39	2667436	1107
3	48	2776244	1107
3	41	2669256	1107
3	41	2784146	1107
3	61	1397074	1107
3	5	2843147	1107
3	5	2743749	1107
3	4	1102996	1107
3	4	1486485	1107
3	23	1141340	1107
3	23	2927958	1107
3	23	2837225	1107
3	23	1111511	1107
3	31	3040384	1107
3	31	3040474	1107
3	72	2602453	1107
3	72	1546781	1107
3	72	2905632	1107
3	72	1359237	1107
3	72	1173383	1107
3	51	2586003	1108
3	13	1295257	1108
3	13	2605714	1108
3	13	1312754	1108
3	89	2703868	1108
3	89	1333916	1108
3	63	2805266	1109
3	63	1020912	1109
3	63	1154248	1109
3	63	2660528	1109
3	63	1485402	1109
3	47	1396346	1109
3	6	2916905	1109
3	6	2916882	1109
3	6	1538317	1109
3	6	2594404	1109
3	85	2796258	1109
3	34	2740489	1110
3	38	1445211	1110
3	38	1034617	1110
3	38	2876162	1110
3	38	1276060	1110
3	56	1416480	1111
3	56	1021907	1111
3	56	1003904	1111
3	56	1003904	1111
3	56	1003904	1111
3	56	1030018	1111
3	56	1332897	1111
3	56	1332835	1111
3	56	1038980	1111
3	56	1021907	1111
3	56	1030018	1111
3	56	1195837	1111
3	56	1055198	1111
3	56	1416480	1111
3	56	1038980	1111
3	41	2586000	1112
3	13	2857963	1112
3	13	2869043	1112
3	7	2604295	1113
3	7	2677012	1113
3	7	2592656	1113
3	7	1500875	1113
3	7	1067457	1113
3	7	1086829	1113
3	7	2642545	1113
3	7	1292935	1113
3	56	2657109	1113
3	56	2829612	1113
3	56	1447711	1113
3	56	2585728	1113
3	56	2988002	1113
3	58	1239670	1113
3	19	1366782	1114
3	19	1305587	1114
3	19	2698871	1114
3	19	1398521	1114
3	19	1485395	1114
3	51	2580304	1114
3	51	1268515	1114
3	51	2585994	1115
3	3	1374748	1115
3	76	1291356	1116
3	9	1375811	1116
3	64	1481374	1117
3	56	1400283	1117
3	56	1333597	1117
3	56	2956903	1117
3	56	2796145	1117
3	56	1332795	1117
3	56	2811500	1117
3	56	1039896	1117
3	56	1332757	1117
3	72	1502902	1117
3	72	1378923	1117
3	45	2837585	1117
3	45	2580324	1117
3	58	2906746	1118
3	58	2983742	1118
3	89	1224247	1118
3	89	1089363	1118
3	89	1174693	1118
3	79	2990751	1118
3	79	2799102	1118
3	79	2913360	1118
3	79	1383653	1118
3	79	2707145	1118
3	23	1414312	1118
3	9	3048566	1118
3	12	1074148	1118
3	12	1564823	1118
3	57	2853456	1118
3	57	2585929	1118
3	56	1411171	1118
3	56	1115136	1118
3	56	1528913	1118
3	56	2834117	1118
3	18	2876161	1118
3	18	1399732	1118
3	18	1274261	1118
3	55	2983828	1118
3	55	1492773	1119
3	51	1283653	1119
3	51	2913200	1120
3	51	1279698	1120
3	51	1558363	1120
3	51	1403181	1120
3	28	2985630	1120
3	28	2657850	1120
3	58	2920576	1120
3	58	2902339	1120
3	13	1178077	1122
3	13	1383300	1122
3	13	1168240	1122
3	13	2857963	1122
3	13	1295257	1122
3	13	2807333	1122
3	13	2869043	1122
3	13	1369283	1122
3	13	1149606	1122
3	13	1131233	1122
3	74	1274592	1122
3	74	1180518	1122
3	74	2774400	1122
3	56	1103241	1122
3	56	1494198	1122
3	56	1538908	1122
3	56	2237404	1122
3	56	1052588	1122
3	74	2601856	1123
3	18	1280940	1123
3	18	1528783	1123
3	18	2632281	1123
3	56	1415994	1123
3	56	2889690	1123
3	56	1476921	1123
3	21	1497516	1124
3	21	1497515	1124
3	21	2608968	1124
3	70	2644433	1124
3	70	2901206	1124
3	51	1351490	1124
3	89	1068768	1125
3	89	2774398	1125
3	1	2771078	1126
3	1	1470524	1126
3	1	2957931	1126
3	81	1054325	1126
3	9	2941571	1127
3	56	1447200	1127
3	56	1468872	1127
3	56	2808220	1127
3	56	1339329	1127
3	56	1447200	1127
3	56	1339329	1127
3	56	2808220	1127
3	56	1468872	1127
3	56	1043452	1127
3	67	2715276	1127
3	67	2952322	1127
3	57	1464127	1128
3	57	1397266	1128
3	71	1194636	1128
3	71	2891429	1128
3	41	2855595	1129
3	56	1226025	1129
3	56	1045153	1129
3	56	2855596	1129
3	56	2745254	1129
3	56	2745254	1129
3	48	1073274	1129
3	48	1147210	1129
3	18	1407766	1129
3	22	1101982	1129
3	22	1182350	1129
3	47	2994154	1130
3	47	1123008	1130
3	47	2577825	1130
3	56	2611336	1130
3	56	1488649	1130
3	9	1156025	1130
3	9	2580304	1130
3	9	1557748	1130
3	4	1190336	1201
3	12	1268516	1201
3	13	2926448	1201
3	13	2699969	1201
3	13	1492236	1201
3	13	1545549	1201
3	42	1307939	1203
3	18	2876083	1203
3	18	1326191	1203
3	34	2779777	1205
3	34	2911572	1205
3	56	2194808	1206
3	56	2114209	1206
3	56	3034933	1206
3	56	1252338	1206
3	51	2586005	1207
3	56	1555406	1207
3	56	2785924	1207
3	56	1070559	1207
3	56	2840169	1207
3	56	1021090	1207
3	10	1458307	1207
3	10	1458316	1207
3	41	1103274	1208
3	41	1314890	1208
3	56	2925148	1208
3	56	1055042	1208
3	56	1524831	1208
3	56	1396570	1208
3	21	2640941	1208
3	21	1261138	1208
3	87	1297837	1210
3	63	1429680	1211
3	41	1113721	1212
3	89	1320628	1212
3	89	1320643	1212
3	58	3056468	1212
3	58	3057242	1212
3	9	2758822	1212
3	9	3025425	1212
3	9	1268515	1212
3	9	3025750	1212
3	56	1120957	1213
3	56	1367272	1213
3	74	1274592	1214
3	74	2774400	1214
3	74	2601856	1214
3	45	3057215	1215
3	23	3057214	1215
3	51	1073083	1216
3	51	1277379	1216
3	51	1073120	1216
3	89	2810226	1216
3	89	1345588	1216
3	56	1453235	1217
3	56	1122029	1217
3	56	1038979	1217
3	56	2804309	1217
3	56	1466910	1217
3	56	1536497	1218
3	56	1343555	1218
3	56	1053212	1218
3	56	2830980	1219
3	56	1340486	1219
3	13	2869043	1220
3	13	2857963	1220
3	13	1149606	1220
3	13	1168240	1220
3	13	2945023	1220
3	13	2651170	1220
3	13	3045331	1220
3	13	2647867	1220
3	13	2823235	1220
3	56	2648665	1224
3	56	1115084	1224
3	56	1078929	1224
3	56	1186659	1224
3	56	2733244	1225
3	56	1268514	1225
3	56	1199208	1225
3	19	1398521	1227
3	19	2698871	1227
3	19	1485395	1227
3	19	1366782	1227
3	19	1305587	1227
3	7	3063662	1227
3	7	3056496	1227
3	7	1313928	1227
3	7	1330633	1227
3	7	1091369	1227
3	7	1418516	1227
3	7	1379602	1227
3	7	1091375	1227
3	9	2850604	1231
3	3	1374748	0102
3	7	1559236	0102
3	7	2578316	0102
3	7	2658924	0102
3	7	1407513	0102
3	7	1388486	0102
3	7	1550790	0102
3	7	1503099	0102
3	18	1274261	0103
3	18	1407766	0103
3	18	1399732	0103
3	64	1481374	0104
3	13	2761056	0104
3	13	2823120	0104
3	13	1283489	0104
3	28	1272447	0104
3	28	1387038	0104
3	79	2799102	0105
3	79	2990751	0105
3	79	2707145	0105
3	81	1096127	0106
3	81	1339413	0106
3	81	1054325	0106
3	81	2968644	0107
3	81	2995831	0107
3	3	2598589	0108
3	79	2737039	0109
3	56	2586024	0110
3	84	1330634	0111
3	84	2977182	0111
3	84	2871442	0111
3	64	3000808	0111
3	64	1565178	0111
3	6	2564271	0111
3	67	2594855	0112
3	31	3067683	0113
3	31	3069508	0113
3	31	3067260	0113
3	31	3055510	0113
3	31	3063759	0113
3	31	3067755	0113
3	31	3067692	0113
3	47	2994154	0113
3	47	1101528	0113
3	47	1317532	0113
3	47	1530836	0113
3	47	1434260	0113
3	63	2958286	0114
3	58	3069276	0114
3	39	3004634	0115
3	39	2746523	0115
3	23	1371317	0115
3	23	1552908	0115
3	28	1354075	0115
3	28	1483172	0115
3	70	3047769	0117
3	70	3026882	0117
3	70	1316622	0117
