学期	学号	日期	时间
1	33	0105	182857
1	7	0105	182957
1	10	0105	184232
1	20	0105	184233
1	42	0105	184255
1	42	0105	184309
1	31	0105	184945
1	32	0105	184949
1	37	0105	185424
1	55	0105	185736
1	87	0105	185746
1	9	0105	190344
1	59	0105	194851
1	66	0105	203622
1	50	0105	203622
1	12	0105	205444
1	89	0105	210552
1	41	0106	072932
1	51	0106	075103
1	8	0106	075921
1	52	0106	075924
1	58	0106	080026
1	27	0106	081113
1	15	0106	082137
1	91	0106	082138
1	12	0106	082452
1	61	0106	082510
1	5	0106	082511
1	56	0106	083818
1	9	0106	085713
1	89	0106	091139
1	48	0106	091147
1	42	0106	091315
1	66	0106	091321
1	91	0106	091559
1	19	0106	091813
1	62	0106	093001
1	37	0106	094401
1	33	0106	095715
1	19	0106	115023
1	9	0106	115023
1	65	0106	115408
1	67	0106	121647
1	6	0106	121648
1	56	0106	122154
1	10	0106	122745
1	20	0106	122757
1	69	0106	122830
1	70	0106	122831
1	62	0106	123728
1	75	0106	123729
1	12	0106	123731
1	51	0106	123804
1	58	0106	124606
1	31	0106	124808
1	33	0106	125140
1	41	0106	125739
1	52	0106	134754
1	66	0106	141356
1	42	0106	141440
1	61	0106	143420
1	5	0106	143421
1	61	0106	145054
1	37	0106	145650
1	79	0106	151016
1	83	0106	151319
1	8	0106	153024
1	50	0106	172020
1	41	0106	173241
1	56	0106	173932
1	37	0106	180722
1	67	0106	182219
1	10	0106	182515
1	20	0106	182547
1	32	0106	183122
1	6	0106	183955
1	58	0106	184049
1	66	0106	185052
1	42	0106	190027
1	49	0106	190424
1	50	0106	194057
1	51	0106	213346
1	41	0107	074419
1	51	0107	074420
1	12	0107	074430
1	56	0107	074925
1	58	0107	075627
1	39	0107	115707
1	61	0107	115815
1	5	0107	115816
1	69	0107	115946
1	70	0107	115947
1	42	0107	120320
1	19	0107	122009
1	33	0107	122011
1	67	0107	122820
1	12	0107	123306
1	51	0107	125814
1	59	0107	125856
1	56	0107	130932
1	10	0107	131703
1	20	0107	131733
1	6	0107	132422
1	52	0107	142750
1	9	0107	143114
1	5	0107	143557
1	61	0107	143558
1	79	0107	150451
1	42	0107	153003
1	50	0107	153716
1	89	0107	162147
1	66	0107	162348
1	86	0107	171025
1	52	0107	172539
1	51	0107	173924
1	12	0107	175656
1	10	0107	181136
1	20	0107	181149
1	56	0107	181632
1	70	0107	182303
1	69	0107	182306
1	19	0107	184312
1	33	0107	184432
1	50	0107	185404
1	66	0107	185408
1	67	0107	192006
1	67	0107	192023
1	6	0107	192116
1	49	0107	192207
1	9	0107	192417
1	20	0107	203335
1	10	0107	203403
1	6	0108	072458
1	51	0108	072459
1	41	0108	072827
1	12	0108	074447
1	69	0108	074520
1	33	0108	074651
1	19	0108	075128
1	61	0108	075247
1	5	0108	075248
1	56	0108	075650
1	47	0108	091151
1	24	0108	092407
1	63	0108	092412
1	47	0108	093050
1	6	0108	105237
1	67	0108	105239
1	19	0108	105551
1	39	0108	105613
1	15	0108	105654
1	37	0108	105655
1	9	0108	105656
1	61	0108	110108
1	5	0108	110114
1	43	0108	110304
1	41	0108	110304
1	59	0108	110615
1	89	0108	111133
1	62	0108	113407
1	75	0108	113408
1	70	0108	113440
1	56	0108	113506
1	70	0108	113651
1	51	0108	114303
1	49	0108	114339
1	66	0108	115106
1	33	0108	121447
1	41	0108	121639
1	24	0108	121950
1	63	0108	121951
1	67	0108	122321
1	37	0108	124310
1	15	0108	124312
1	19	0108	124732
1	69	0108	125523
1	90	0108	125525
1	59	0108	131049
1	24	0108	135302
1	9	0108	135927
1	20	0108	140516
1	10	0108	140523
1	5	0108	142903
1	61	0108	142907
1	4	0108	150240
1	50	0108	150242
1	6	0108	172818
1	51	0108	174918
1	41	0108	174920
1	12	0108	180654
1	10	0108	180747
1	20	0108	180758
1	15	0108	181334
1	37	0108	181336
1	56	0108	181407
1	57	0108	181722
1	4	0108	182045
1	32	0108	182529
1	31	0108	182531
1	59	0108	183308
1	19	0108	183827
1	33	0108	183831
1	9	0108	184230
1	62	0108	184549
1	75	0108	184550
1	66	0108	185706
1	50	0108	193612
1	84	0108	202028
1	5	0109	071838
1	61	0109	071840
1	56	0109	072715
1	51	0109	072932
1	12	0109	074047
1	62	0109	074322
1	75	0109	074323
1	89	0109	080547
1	61	0109	080611
1	5	0109	080612
1	67	0109	081140
1	6	0109	084800
1	13	0109	085905
1	42	0109	091738
1	42	0109	091750
1	24	0109	091859
1	84	0109	093528
1	82	0109	093926
1	49	0109	101521
1	41	0109	114105
1	13	0109	114607
1	51	0109	114609
1	6	0109	115812
1	67	0109	123333
1	49	0109	132109
1	6	0109	165106
1	67	0109	165106
1	42	0109	165114
1	67	0109	165118
1	5	0109	165554
1	61	0109	165555
1	13	0109	172041
1	51	0109	172043
1	10	0109	172357
1	20	0109	172438
1	19	0109	172741
1	41	0109	174115
1	56	0109	175021
1	89	0109	175337
1	56	0109	180036
1	55	0109	180918
1	82	0109	182956
1	67	0109	184433
1	6	0109	184433
1	12	0109	184557
1	49	0109	190035
1	42	0109	190630
1	58	0109	192239
1	87	0109	192249
1	42	0109	211424
1	61	0110	071730
1	8	0110	071901
1	51	0110	072418
1	41	0110	072631
1	56	0110	072842
1	70	0110	072907
1	69	0110	072915
1	12	0110	080140
1	5	0110	081434
1	13	0110	082557
1	89	0110	083159
1	67	0110	083540
1	69	0110	085040
1	70	0110	085041
1	4	0110	090731
1	91	0110	091533
1	42	0110	093805
1	42	0110	093836
1	49	0110	094355
1	56	0110	094709
1	58	0110	100804
1	56	0110	104745
1	59	0110	105051
1	13	0110	113957
1	51	0110	114008
1	41	0110	114009
1	91	0110	115539
1	37	0110	120739
1	19	0110	122119
1	82	0110	122635
1	56	0110	122636
1	59	0110	123830
1	10	0110	130331
1	20	0110	130337
1	58	0110	133142
1	61	0110	135320
1	5	0110	135320
1	49	0110	135720
1	42	0110	143742
1	70	0110	151643
1	51	0110	152046
1	12	0110	153146
1	89	0110	161332
1	58	0110	164402
1	87	0110	172239
1	23	0110	172910
1	67	0110	173106
1	82	0110	173107
1	13	0110	173954
1	41	0110	173956
1	51	0110	174533
1	56	0110	175127
1	49	0110	175530
1	70	0110	175608
1	69	0110	175611
1	19	0110	175939
1	89	0110	180904
1	58	0110	181014
1	87	0110	181934
1	57	0110	182406
1	50	0110	182540
1	20	0110	183047
1	10	0110	183048
1	42	0110	184235
1	79	0110	185123
1	87	0110	190249
1	61	0110	192226
1	5	0110	192227
1	58	0110	201545
1	5	0111	070604
1	49	0111	071102
1	56	0111	071317
1	41	0111	071414
1	51	0111	071941
1	79	0111	072453
1	48	0111	072454
1	24	0111	072634
1	52	0111	073411
1	6	0111	073740
1	67	0111	073743
1	12	0111	073815
1	62	0111	075743
1	75	0111	075744
1	13	0111	082202
1	42	0111	084330
1	61	0111	084352
1	10	0111	084745
1	89	0111	085644
1	64	0111	090342
1	82	0111	091347
1	20	0111	091510
1	64	0111	095601
1	84	0111	111058
1	10	0111	113410
1	89	0111	114622
1	67	0111	115256
1	41	0111	115931
1	13	0111	115932
1	51	0111	115933
1	52	0111	120342
1	24	0111	120344
1	82	0111	120548
1	6	0111	120550
1	12	0111	122926
1	20	0111	123148
1	56	0111	124333
1	83	0111	125149
1	75	0111	125401
1	62	0111	125404
1	67	0111	131138
1	57	0111	140815
1	65	0111	142557
1	61	0111	143123
1	5	0111	143124
1	42	0111	144420
1	20	0111	145858
1	79	0111	150307
1	84	0111	152009
1	10	0111	154521
1	48	0111	155228
1	49	0111	160357
1	89	0111	172446
1	20	0111	172802
1	82	0111	174146
1	67	0111	174147
1	6	0111	174154
1	51	0111	175253
1	41	0111	175253
1	13	0111	175255
1	56	0111	175527
1	33	0111	175753
1	57	0111	180137
1	24	0111	180304
1	75	0111	182201
1	62	0111	182206
1	84	0111	182802
1	10	0111	184200
1	13	0111	184206
1	42	0111	184737
1	31	0111	190559
1	32	0111	190601
1	56	0112	071525
1	41	0112	071946
1	12	0112	074146
1	51	0112	074533
1	82	0112	080212
1	33	0112	122413
1	19	0112	122415
1	10	0112	125032
1	20	0112	125047
1	56	0112	130553
1	19	0112	131215
1	58	0112	131849
1	82	0112	131935
1	51	0112	131935
1	41	0112	131936
1	37	0112	133204
1	13	0112	133830
1	70	0112	133854
1	69	0112	134851
1	49	0112	140351
1	55	0112	141926
1	90	0112	144359
1	42	0112	144446
1	84	0112	145420
1	31	0112	155119
1	23	0112	155448
1	43	0112	165509
1	12	0112	165518
1	82	0112	170942
1	20	0112	173551
1	10	0112	173623
1	13	0112	173746
1	82	0112	174802
1	51	0112	174945
1	56	0112	175916
1	23	0112	180118
1	84	0112	183434
1	90	0112	183705
1	15	0112	185431
1	19	0112	185702
1	33	0112	185704
1	49	0112	190058
1	6	0112	191026
1	67	0112	191028
1	89	0112	191034
1	7	0112	192846
1	19	0112	194548
1	50	0112	195116
1	19	0112	202035
1	12	0112	204054
1	51	0113	072527
1	27	0113	073520
1	6	0113	080850
1	67	0113	080851
1	64	0113	083235
1	41	0113	083522
1	61	0113	084234
1	5	0113	084236
1	10	0113	085232
1	89	0113	085853
1	42	0113	093245
1	20	0113	094410
1	87	0113	100950
1	10	0113	113751
1	20	0113	113758
1	82	0113	113824
1	56	0113	113825
1	51	0113	114123
1	13	0113	114123
1	58	0113	114458
1	6	0113	120624
1	27	0113	120655
1	33	0113	123025
1	90	0113	125823
1	42	0113	130912
1	87	0113	133626
1	65	0113	133709
1	75	0113	134437
1	66	0113	141655
1	64	0113	142724
1	4	0113	144407
1	5	0113	145144
1	61	0113	145145
1	84	0113	150732
1	49	0113	151812
1	75	0113	153717
1	50	0113	172908
1	20	0113	172931
1	89	0113	173317
1	13	0113	174828
1	41	0113	174831
1	27	0113	175836
1	19	0113	180054
1	10	0113	180655
1	56	0113	181108
1	69	0113	182311
1	84	0113	182646
1	33	0113	183144
1	58	0113	183849
1	32	0113	183939
1	64	0113	183941
1	59	0113	184833
1	4	0113	184927
1	87	0113	185623
1	81	0113	185625
1	49	0113	191304
1	67	0113	195303
1	62	0113	200555
1	6	0113	201931
1	82	0113	204858
1	41	0114	071342
1	51	0114	073002
1	12	0114	074312
1	67	0114	084125
1	61	0114	113633
1	5	0114	113634
1	6	0114	113648
1	82	0114	113649
1	67	0114	113650
1	70	0114	114706
1	69	0114	114707
1	33	0114	120139
1	19	0114	120140
1	51	0114	120554
1	10	0114	121005
1	20	0114	121028
1	62	0114	122317
1	13	0114	122535
1	41	0114	122538
1	67	0114	122949
1	64	0114	122950
1	27	0114	124531
1	52	0114	124531
1	90	0114	125523
1	6	0114	125735
1	82	0114	125736
1	12	0114	131232
1	56	0114	134821
1	67	0114	140053
1	75	0114	141052
1	49	0114	144756
1	42	0114	145356
1	64	0114	150230
1	61	0114	151403
1	5	0114	151405
1	63	0114	155836
1	69	0114	161518
1	70	0114	161519
1	50	0114	162704
1	89	0114	171033
1	20	0114	173422
1	10	0114	173423
1	56	0114	174301
1	41	0114	175013
1	13	0114	175946
1	27	0114	175947
1	51	0114	175947
1	67	0114	180800
1	49	0114	180810
1	20	0114	183337
1	58	0114	183530
1	59	0114	184637
1	19	0114	185042
1	33	0114	185045
1	50	0114	185251
1	32	0114	190426
1	75	0114	195444
1	62	0114	195445
1	89	0115	071334
1	41	0115	071909
1	8	0115	072007
1	51	0115	072750
1	56	0115	073111
1	24	0115	073743
1	63	0115	073743
1	27	0115	074256
1	58	0115	074540
1	13	0115	075711
1	10	0115	082825
1	61	0115	083137
1	5	0115	083137
1	37	0115	083548
1	91	0115	083549
1	15	0115	083549
1	67	0115	084209
1	64	0115	090637
1	42	0115	090751
1	23	0115	092340
1	12	0115	092539
1	20	0115	093533
1	62	0115	094245
1	75	0115	094247
1	66	0115	095222
1	87	0115	100749
1	6	0115	100855
1	50	0115	111923
1	10	0115	112819
1	20	0115	112820
1	56	0115	114639
1	13	0115	115023
1	41	0115	115034
1	51	0115	115034
1	33	0115	115517
1	6	0115	115707
1	82	0115	122635
1	20	0115	134609
1	31	0115	134802
1	32	0115	134802
1	33	0115	134805
1	9	0115	134806
1	19	0115	134826
1	8	0115	134906
1	27	0115	134908
1	61	0115	134926
1	64	0115	134927
1	5	0115	134928
1	58	0115	135049
1	91	0115	135126
1	62	0115	135232
1	75	0115	135233
1	12	0115	135235
1	24	0115	135354
1	57	0115	135438
1	56	0115	135522
1	70	0115	135713
1	69	0115	135714
1	90	0115	135716
1	13	0115	141041
1	41	0115	141042
1	51	0115	141044
1	87	0115	141516
1	59	0115	141637
1	65	0115	141858
1	50	0115	143115
1	79	0115	143309
1	48	0115	143312
1	42	0115	150346
1	87	0115	152806
1	59	0115	152948
1	23	0115	161908
1	15	0115	164722
1	49	0115	173912
1	70	0115	174443
1	13	0115	174510
1	23	0115	175435
1	56	0115	180405
1	6	0115	180411
1	67	0115	180416
1	51	0115	181914
1	65	0115	182101
1	69	0115	182615
1	90	0115	182617
1	79	0115	182951
1	33	0115	183947
1	19	0115	183947
1	12	0115	184147
1	64	0115	185551
1	57	0115	185552
1	66	0115	190709
1	50	0115	190709
1	82	0115	192406
1	42	0115	193324
1	31	0115	194718
1	32	0115	194720
1	51	0116	072103
1	56	0116	072713
1	8	0116	073456
1	61	0116	075010
1	5	0116	075011
1	62	0116	075716
1	42	0116	080820
1	64	0116	080909
1	12	0116	081224
1	10	0116	082414
1	67	0116	082822
1	41	0116	084118
1	20	0116	084934
1	89	0116	085035
1	13	0116	085636
1	32	0116	085753
1	32	0116	092634
1	82	0116	092836
1	58	0116	094043
1	41	0116	115221
1	13	0116	115222
1	41	0116	115301
1	51	0116	115306
1	82	0116	115601
1	67	0116	115602
1	58	0116	120316
1	31	0116	153146
1	56	0116	154228
1	57	0116	154833
1	11	0116	154905
1	67	0116	155025
1	82	0116	155026
1	6	0116	155028
1	8	0116	155034
1	63	0116	155052
1	72	0116	155714
1	87	0116	160316
1	72	0116	160759
1	89	0116	161031
1	49	0116	161112
1	39	0116	162613
1	23	0116	162614
1	5	0116	164551
1	61	0116	164553
1	64	0116	164601
1	56	0116	173042
1	10	0116	174457
1	20	0116	174459
1	13	0116	175118
1	51	0116	175119
1	6	0116	180040
1	67	0116	180350
1	12	0116	180751
1	59	0116	182316
1	65	0116	182351
1	64	0116	182504
1	49	0116	182548
1	41	0116	183005
1	50	0116	190111
1	57	0116	190343
1	58	0116	190548
1	82	0116	192634
1	90	0116	211949
1	69	0116	211957
1	51	0117	072223
1	41	0117	073005
1	56	0117	073131
1	8	0117	073425
1	61	0117	074330
1	64	0117	081215
1	12	0117	081605
1	89	0117	081908
1	10	0117	082839
1	67	0117	082900
1	13	0117	083034
1	20	0117	084314
1	2	0117	091445
1	54	0117	091446
1	82	0117	092941
1	6	0117	101928
1	13	0117	113931
1	41	0117	113931
1	51	0117	113932
1	67	0117	115835
1	57	0117	121656
1	82	0117	122626
1	54	0117	124818
1	77	0117	125655
1	68	0117	134013
1	19	0117	154813
1	55	0117	160831
1	3	0117	163042
1	63	0117	163810
1	63	0117	163824
1	55	0117	164406
1	3	0117	164705
1	8	0117	172638
1	59	0117	184013
1	49	0117	193237
1	70	0117	200024
1	79	0117	204034
1	24	0117	204536
1	23	0118	092837
1	20	0118	142614
1	10	0118	142619
1	48	0118	152055
1	20	0118	181506
1	10	0118	181516
1	76	0118	191007
1	20	0119	130138
1	10	0119	130204
1	79	0901	085845
1	16	0901	105041
1	24	0901	114053
1	16	0901	123635
1	67	0901	134252
1	90	0901	154601
1	79	0902	105149
1	68	0913	120017
1	79	0914	214307
1	68	0915	132835
1	67	0916	145811
1	16	0916	161922
1	67	0917	083232
1	90	0917	190355
1	16	0917	190401
1	68	0917	191651
1	68	0918	084727
1	68	0919	143539
1	67	0921	161543
1	68	0921	170427
1	68	0921	170515
1	27	0921	173440
1	68	0921	195314
1	15	0922	120302
1	68	0922	160745
1	79	0923	170817
1	68	0924	102033
1	68	0924	144858
1	68	0924	185350
1	90	0924	191407
1	24	0924	193127
1	15	0924	193605
1	68	0924	201151
1	68	0925	093027
1	68	0925	165821
1	27	0926	083849
1	79	1007	102944
1	68	1009	193422
1	15	1009	193629
1	67	1009	212053
1	15	1010	153710
1	90	1010	162220
1	90	1010	162841
1	15	1011	162012
1	79	1011	162214
1	68	1011	164747
1	67	1012	094521
1	16	1012	133430
1	15	1012	190551
1	24	1013	113156
1	16	1013	194739
1	15	1014	092534
2	55	0301	173734
2	10	0301	180910
2	20	0301	180914
2	48	0301	195620
2	79	0301	195621
2	20	0302	130848
2	10	0302	140320
2	54	0302	153652
2	89	0302	155116
2	20	0302	183250
2	79	0302	184254
2	63	0302	194133
2	89	0303	090037
2	24	0303	091221
2	10	0303	122237
2	20	0303	122239
2	83	0303	122922
2	76	0303	130452
2	67	0303	132830
2	42	0303	133625
2	61	0303	144438
2	79	0303	163607
2	48	0303	163608
2	89	0303	170938
2	13	0303	181058
2	63	0303	190148
2	42	0303	200312
2	19	0303	200645
2	51	0304	102255
2	13	0304	102256
2	41	0304	102300
2	24	0304	102302
2	10	0304	104221
2	20	0304	104222
2	67	0304	105001
2	20	0304	125458
2	39	0304	164848
2	20	0304	182902
2	10	0305	133351
2	20	0305	133353
2	20	0305	191630
2	20	0306	150111
2	13	0306	185640
2	20	0306	191313
2	63	0306	192927
2	51	0306	193131
2	13	0306	193133
2	8	0306	193836
2	86	0306	193838
2	79	0306	194436
2	48	0306	194438
2	55	0306	200825
2	62	0306	202232
2	84	0306	202731
2	55	0307	162308
2	71	0307	163257
2	71	0307	164446
2	89	0307	172914
2	13	0307	173754
2	39	0307	180010
2	23	0307	180014
2	9	0307	205211
2	86	0308	082312
2	8	0308	082313
2	51	0308	082354
2	13	0308	082355
2	24	0308	084651
2	63	0308	162236
2	53	0308	162833
2	55	0308	165058
2	79	0308	191056
2	7	0308	202135
2	51	0309	084512
2	89	0309	091051
2	89	0309	151418
2	71	0309	160433
2	67	0309	160808
2	86	0309	161201
2	8	0309	161205
2	89	0310	083730
2	51	0310	084619
2	51	0310	094230
2	9	0310	101549
2	24	0310	152834
2	89	0310	152842
2	8	0310	174900
2	55	0310	181401
2	13	0310	191607
2	67	0310	202357
2	86	0310	202757
2	24	0311	102226
2	9	0311	102358
2	39	0311	163145
2	55	0311	185057
2	84	0312	144836
2	10	0312	185007
2	20	0312	185017
2	55	0312	185622
2	48	0313	194101
2	79	0313	194102
2	9	0314	081633
2	55	0314	085021
2	55	0314	161316
2	16	0314	203742
2	51	0315	081341
2	41	0315	081342
2	9	0315	081906
2	81	0315	084705
2	13	0315	162018
2	79	0315	172608
2	67	0315	193848
2	81	0315	194416
2	84	0315	194938
2	55	0315	200349
2	55	0315	204440
2	7	0316	134137
2	19	0316	160442
2	68	0316	160443
2	9	0316	161851
2	63	0316	175448
2	55	0316	193110
2	9	0316	214848
2	55	0317	075443
2	89	0317	084052
2	51	0317	084504
2	9	0317	092811
2	42	0317	095115
2	42	0317	130714
2	24	0317	154123
2	89	0317	154715
2	83	0317	161434
2	8	0318	081539
2	86	0318	081541
2	51	0318	081639
2	42	0318	081657
2	42	0318	081745
2	9	0318	082314
2	24	0318	084018
2	64	0318	085741
2	61	0318	085743
2	63	0318	122835
2	63	0318	125524
2	51	0318	140523
2	20	0318	184714
2	20	0319	081338
2	10	0319	081340
2	24	0320	081159
2	63	0320	081200
2	51	0320	081335
2	9	0320	081431
2	61	0320	081456
2	64	0320	083839
2	42	0320	084424
2	61	0320	101331
2	84	0320	115447
2	89	0320	181132
2	63	0320	193735
2	86	0320	194657
2	8	0320	194659
2	9	0320	203158
2	9	0321	081451
2	55	0321	081920
2	55	0321	131017
2	13	0321	180940
2	4	0321	182921
2	55	0321	183740
2	13	0321	184722
2	63	0321	190316
2	79	0321	190957
2	51	0321	191627
2	13	0321	191627
2	71	0321	193515
2	48	0321	195255
2	9	0321	210638
2	9	0322	082351
2	19	0322	143304
2	68	0322	143307
2	63	0322	170033
2	7	0322	182952
2	67	0322	195235
2	89	0323	082602
2	51	0323	082822
2	81	0323	142638
2	89	0323	164522
2	89	0323	164847
2	89	0323	172316
2	20	0323	182810
2	9	0323	185327
2	79	0323	192958
2	7	0324	081006
2	89	0324	082110
2	51	0324	082632
2	19	0324	115744
2	9	0324	141033
2	24	0324	150856
2	42	0324	151905
2	89	0324	152445
2	55	0324	153612
2	89	0324	174430
2	66	0324	182043
2	79	0324	195210
2	9	0324	204859
2	63	0325	101154
2	19	0325	110629
2	43	0326	142345
2	55	0326	200714
2	9	0326	204716
2	11	0327	134419
2	89	0327	211252
2	7	0328	083807
2	19	0328	161420
2	68	0328	161426
2	89	0328	165516
2	79	0328	173811
2	58	0328	195541
2	41	0329	081405
2	51	0329	081405
2	58	0329	094029
2	51	0329	161608
2	64	0329	181350
2	86	0329	183556
2	51	0330	082002
2	58	0330	083144
2	7	0330	090059
2	9	0330	092620
2	66	0330	144700
2	79	0330	150011
2	51	0330	175241
2	9	0330	194231
2	51	0331	083859
2	9	0331	093154
2	42	0331	095650
2	42	0331	131223
2	15	0331	144349
2	84	0331	145028
2	23	0331	151130
2	23	0331	151850
2	58	0331	172315
2	4	0401	102009
2	53	0401	102232
2	64	0401	102338
2	43	0402	143658
2	89	0403	152251
2	23	0403	180617
2	86	0403	212637
2	51	0405	095101
2	55	0405	131302
2	9	0405	195023
2	51	0406	081848
2	51	0406	143450
2	7	0406	150433
2	13	0406	175056
2	79	0406	183149
2	9	0407	081454
2	79	0407	082255
2	63	0407	161618
2	23	0407	162615
2	39	0407	162620
2	39	0407	163750
2	89	0407	173116
2	89	0407	183409
2	53	0407	202728
2	42	0407	204554
2	33	0408	101637
2	42	0408	101734
2	20	0409	123456
2	45	0409	205540
2	90	0409	205542
2	9	0409	211236
2	67	0410	182903
2	55	0410	192205
2	33	0411	082926
2	24	0411	083415
2	10	0411	161144
2	13	0411	161404
2	51	0411	161412
2	41	0411	161422
2	63	0411	161446
2	67	0411	161506
2	48	0411	161517
2	79	0411	161518
2	42	0411	161608
2	55	0411	162006
2	58	0411	194130
2	51	0412	081450
2	9	0412	081458
2	7	0412	084217
2	83	0412	125758
2	45	0412	161904
2	89	0412	161907
2	61	0412	162323
2	55	0412	165235
2	13	0412	180128
2	51	0413	082114
2	54	0413	102600
2	42	0413	111207
2	7	0413	141648
2	9	0413	153620
2	23	0413	154733
2	42	0414	101521
2	62	0414	113639
2	42	0414	132957
2	79	0414	140955
2	9	0414	143619
2	24	0414	154641
2	71	0414	181401
2	19	0414	183800
2	91	0414	205528
2	63	0415	081309
2	41	0415	081438
2	51	0415	081439
2	33	0415	083158
2	66	0415	084056
2	42	0415	085111
2	71	0415	091959
2	55	0415	100008
2	19	0415	114256
2	79	0415	121639
2	48	0415	121639
2	58	0415	130204
2	63	0415	182557
2	16	0415	202433
2	43	0416	143534
2	48	0416	183118
2	79	0416	183119
2	24	0416	183522
2	63	0417	081451
2	51	0417	081654
2	41	0417	081655
2	71	0417	084811
2	61	0417	125920
2	61	0417	133456
2	79	0417	175356
2	45	0417	180043
2	26	0417	191631
2	15	0417	192129
2	91	0417	192812
2	64	0417	194731
2	42	0417	194757
2	55	0417	203125
2	9	0418	083323
2	33	0418	090634
2	11	0418	094717
2	71	0418	123724
2	13	0418	183318
2	51	0418	183318
2	63	0418	185632
2	25	0418	185632
2	24	0418	192559
2	42	0418	192917
2	7	0418	195505
2	63	0419	161547
2	55	0419	162143
2	54	0419	171045
2	12	0419	172821
2	53	0419	172839
2	53	0419	172925
2	71	0419	180519
2	33	0419	190548
2	61	0419	202123
2	24	0419	205505
2	62	0419	205507
2	89	0420	083720
2	45	0420	085455
2	9	0420	085923
2	89	0420	091214
2	27	0420	100041
2	62	0420	100813
2	76	0420	101913
2	9	0420	102130
2	13	0420	104852
2	51	0420	104853
2	76	0420	131502
2	9	0420	152957
2	89	0420	170856
2	76	0420	195331
2	67	0420	202945
2	51	0421	080445
2	9	0421	093208
2	54	0421	114321
2	79	0421	152825
2	9	0421	205649
2	23	0422	101413
2	43	0423	143722
2	89	0423	210938
2	9	0423	211612
2	79	0423	212225
2	51	0424	183912
2	13	0424	183913
2	55	0424	191311
2	4	0424	192722
2	33	0425	081415
2	55	0425	130344
2	79	0426	082430
2	48	0426	082431
2	45	0426	161813
2	12	0426	162029
2	9	0426	204131
2	33	0427	101613
2	19	0427	101613
2	24	0427	101703
2	63	0427	101723
2	89	0427	104018
2	79	0427	121200
2	48	0427	121202
2	19	0427	170702
2	12	0428	120501
2	63	0428	180358
2	23	0428	180746
2	45	0428	180747
2	51	0428	190247
2	15	0428	191316
2	51	0429	082013
2	4	0429	093011
2	48	0502	081935
2	79	0502	082309
2	86	0502	090504
2	41	0502	161413
2	63	0502	161432
2	79	0502	161451
2	89	0502	163306
2	41	0502	164536
2	58	0502	174827
2	89	0502	175911
2	51	0502	180250
2	4	0502	183223
2	64	0502	192602
2	71	0502	193554
2	48	0502	200600
2	79	0502	200600
2	54	0503	114517
2	55	0503	122944
2	55	0503	134257
2	23	0503	135056
2	54	0503	163132
2	63	0503	164147
2	58	0503	174721
2	79	0503	175326
2	64	0503	193007
2	7	0504	084424
2	42	0504	092302
2	51	0504	092954
2	41	0504	092957
2	7	0504	104051
2	54	0504	113435
2	12	0504	131330
2	54	0504	132223
2	7	0504	144524
2	79	0504	144641
2	77	0504	155658
2	77	0504	155753
2	55	0504	173721
2	12	0504	175755
2	42	0504	184612
2	79	0504	192324
2	9	0504	194538
2	7	0504	205539
2	89	0504	213548
2	79	0505	083525
2	48	0505	095309
2	7	0505	122109
2	64	0505	122525
2	79	0505	143032
2	48	0505	154522
2	24	0505	175603
2	58	0505	180050
2	63	0506	081604
2	79	0506	081627
2	58	0506	081654
2	64	0506	081701
2	39	0506	081704
2	23	0506	081705
2	51	0506	082105
2	41	0506	082105
2	27	0506	082111
2	8	0506	082111
2	58	0506	083634
2	66	0506	084116
2	67	0506	084826
2	48	0506	102534
2	58	0506	110610
2	58	0506	115508
2	58	0506	133032
2	39	0506	133327
2	55	0506	134539
2	39	0506	165545
2	79	0506	203401
2	43	0507	143502
2	55	0507	185259
2	4	0507	191300
2	79	0507	193854
2	89	0507	193939
2	66	0507	194011
2	42	0507	194011
2	15	0507	194107
2	64	0507	195458
2	67	0507	201349
2	53	0507	201709
2	48	0507	212010
2	81	0508	081605
2	63	0508	081606
2	27	0508	081643
2	39	0508	081711
2	23	0508	081712
2	79	0508	082349
2	24	0508	082945
2	33	0508	083823
2	48	0508	083856
2	67	0508	084019
2	66	0508	085307
2	42	0508	085440
2	4	0508	091425
2	73	0508	091750
2	55	0508	125500
2	33	0508	182248
2	67	0508	182933
2	41	0508	191015
2	51	0508	191015
2	42	0508	193004
2	66	0508	193559
2	4	0508	193935
2	24	0508	195039
2	63	0508	195250
2	33	0509	081453
2	55	0509	130241
2	8	0509	165957
2	42	0509	174158
2	79	0509	180011
2	4	0509	200034
2	9	0509	202429
2	79	0509	205611
2	9	0510	084230
2	33	0510	084230
2	55	0510	120604
2	55	0510	131350
2	41	0510	140833
2	51	0510	140833
2	67	0510	141114
2	68	0510	143029
2	9	0510	143800
2	61	0510	144504
2	43	0510	144925
2	79	0510	145559
2	39	0510	150626
2	66	0510	151912
2	42	0510	152353
2	64	0510	152517
2	73	0510	152524
2	2	0510	163037
2	67	0510	175800
2	51	0510	181917
2	41	0510	181920
2	62	0510	184729
2	79	0510	190938
2	33	0510	192257
2	66	0510	192611
2	9	0510	192836
2	64	0510	193521
2	82	0510	194031
2	43	0510	194931
2	63	0510	195901
2	41	0511	073320
2	51	0511	073322
2	63	0511	080156
2	61	0511	080257
2	79	0511	081725
2	24	0511	085314
2	65	0511	090922
2	11	0511	091225
2	39	0511	091541
2	48	0511	091743
2	12	0511	091755
